lib,chrs,start,stop,cos,width
14,Chr4,5366200,5366209,5366204,9
14,Chr5,8031659,8032290,8031975,631
14,Chr5,13518433,13518455,13518444,22
14,Chr5,18066024,18066749,18066386,725
14,Chr5,23081094,23081897,23081496,803
15,Chr1,9955811,9955866,9955839,55
15,Chr1,20493296,20496195,20494746,2899
15,Chr1,29422614,29422753,29422684,139
15,Chr2,6850622,6852092,6851357,1470
15,Chr3,10772633,10777435,10775034,4802
15,Chr3,23265952,23267425,23266688,1473
15,Chr4,697260,713314,705287,16054
15,Chr4,6821928,6823194,6822561,1266
15,Chr4,11490352,11490440,11490396,88
15,Chr5,22073660,22074132,22073896,472
16,Chr1,559506,560551,560028,1045
16,Chr2,1868425,1868671,1868548,246
16,Chr2,7994888,7995138,7995013,250
16,Chr2,10795050,10796101,10795576,1051
16,Chr3,3617665,3619114,3618389,1449
16,Chr3,9422819,9422995,9422907,176
16,Chr3,21694192,21702613,21698402,8421
16,Chr4,5703603,5704374,5703989,771
16,Chr4,7369829,7370740,7370285,911
16,Chr5,497370,497380,497375,10
16,Chr5,6411387,6412204,6411795,817
16,Chr5,9075489,9075504,9075497,15
16,Chr5,26729945,26730223,26730084,278
17,Chr1,7014014,7014367,7014190,353
17,Chr1,16891348,16891973,16891660,625
17,Chr1,19331912,19332438,19332175,526
17,Chr2,487784,487808,487796,24
17,Chr3,4790750,4791052,4790901,302
17,Chr3,10190276,10190449,10190362,173
17,Chr4,6515322,6515553,6515438,231
17,Chr5,9517427,9518089,9517758,662
17,Chr5,18212536,18212702,18212619,166
18,Chr2,7052855,7052937,7052896,82
18,Chr2,17993164,17995439,17994302,2275
18,Chr2,19242955,19243068,19243011,113
18,Chr3,809961,810135,810048,174
18,Chr3,15991816,15994063,15992940,2247
18,Chr4,6964554,6964681,6964618,127
19,Chr1,446882,447072,446977,190
19,Chr1,18040197,18040777,18040487,580
19,Chr2,2899783,2900750,2900267,967
19,Chr2,9923657,9932841,9928249,9184
19,Chr3,15983327,15983643,15983485,316
19,Chr4,119731,120416,120073,685
19,Chr4,17230031,17231366,17230699,1335
19,Chr5,5274669,5275780,5275225,1111
19,Chr5,8113122,8123127,8118124,10005
19,Chr5,24708241,24708452,24708347,211
20,Chr1,2444861,2445679,2445270,818
20,Chr1,23286680,23287397,23287038,717
20,Chr2,4802112,4802274,4802193,162
20,Chr3,7751524,7752639,7752082,1115
20,Chr3,10845715,10846116,10845915,401
20,Chr5,7268977,7269165,7269071,188
20,Chr5,8020330,8021317,8020824,987
20,Chr5,22045666,22045727,22045696,61
21,Chr1,16430791,16435132,16432961,4341
21,Chr2,971300,972306,971803,1006
21,Chr2,6669063,6669805,6669434,742
21,Chr2,11565998,11566529,11566264,531
21,Chr3,513273,513430,513351,157
21,Chr3,10355181,10355324,10355253,143
21,Chr3,22368481,22368743,22368612,262
21,Chr4,1197534,1197624,1197579,90
21,Chr5,13880957,13882391,13881674,1434
22,Chr1,3587880,3589889,3588884,2009
22,Chr1,17120805,17121116,17120961,311
22,Chr3,11834812,11834827,11834820,15
22,Chr4,460813,460817,460815,4
22,Chr4,6352650,6352776,6352713,126
22,Chr4,17837703,17840014,17838859,2311
22,Chr5,523592,523944,523768,352
22,Chr5,17842537,17843870,17843203,1333
22,Chr5,21576021,21576929,21576475,908
23,Chr1,2353866,2354165,2354016,299
23,Chr1,15923472,15923528,15923500,56
23,Chr1,29198915,29199476,29199195,561
23,Chr2,289413,289609,289511,196
23,Chr3,8816404,8816766,8816585,362
23,Chr4,6100626,6102033,6101330,1407
23,Chr5,8041930,8042426,8042178,496
24,Chr1,8146475,8146731,8146603,256
24,Chr1,8679469,8679532,8679501,63
24,Chr1,28238620,28239662,28239141,1042
24,Chr2,2901400,2901696,2901548,296
24,Chr2,12331836,12332210,12332023,374
24,Chr3,1065668,1066606,1066137,938
24,Chr4,17467919,17468311,17468115,392
24,Chr5,4158621,4159259,4158940,638
24,Chr5,26515605,26515633,26515619,28
25,Chr1,1146913,1147537,1147225,624
25,Chr2,7365362,7365632,7365497,270
25,Chr3,17998835,17998989,17998912,154
25,Chr5,26816922,26817862,26817392,940
26,Chr1,11472354,11472629,11472492,275
26,Chr2,8500616,8500796,8500706,180
26,Chr2,16786973,16788136,16787555,1163
26,Chr3,2573871,2574560,2574215,689
26,Chr4,6363826,6364538,6364182,712
26,Chr5,22828761,22829025,22828893,264
26,Chr5,26183790,26184240,26184015,450
27,Chr1,4888116,4889097,4888606,981
27,Chr1,12182462,12182726,12182594,264
27,Chr1,29482150,29482276,29482213,126
27,Chr2,19013031,19013900,19013465,869
27,Chr3,15669653,15674945,15672299,5292
27,Chr3,20379241,20380359,20379800,1118
27,Chr4,5143324,5143455,5143390,131
27,Chr5,25919785,25921384,25920585,1599
28,Chr1,26515431,26517661,26516546,2230
28,Chr2,10665699,10665764,10665731,65
28,Chr3,16890103,16890436,16890269,333
28,Chr4,8222070,8222655,8222362,585
28,Chr4,17432701,17432997,17432849,296
28,Chr5,764118,764459,764288,341
28,Chr5,8739364,8739898,8739631,534
28,Chr5,18344397,18345117,18344757,720
28,Chr5,22175401,22175635,22175518,234
28,Chr5,26254090,26254698,26254394,608
29,Chr1,1073161,1074092,1073627,931
29,Chr1,23354232,23354349,23354290,117
29,Chr2,1254831,1254841,1254836,10
29,Chr2,1556610,1563204,1559907,6594
29,Chr3,3197029,3197798,3197413,769
29,Chr3,8711843,8712101,8711972,258
29,Chr3,17084635,17084656,17084645,21
29,Chr4,268341,269260,268801,919
29,Chr5,7385164,7385903,7385534,739
29,Chr5,14989536,14989735,14989636,199
29,Chr5,21471847,21472066,21471957,219
30,Chr1,11196183,11196559,11196371,376
30,Chr1,24582693,24582817,24582755,124
30,Chr3,1121465,1122294,1121879,829
30,Chr3,14811716,14812859,14812288,1143
30,Chr3,15703814,15705634,15704724,1820
30,Chr4,17239128,17239446,17239287,318
30,Chr5,8419338,8421871,8420604,2533
30,Chr5,21191021,21191662,21191341,641
31,Chr1,8449056,8449814,8449435,758
31,Chr1,17181647,17181828,17181737,181
31,Chr1,24538166,24538388,24538277,222
31,Chr2,6543825,6544214,6544019,389
31,Chr3,15502078,15502094,15502086,16
31,Chr4,14769580,14773912,14771746,4332
31,Chr5,3142217,3142402,3142309,185
31,Chr5,16166110,16166415,16166262,305
32,Chr1,8075699,8075958,8075829,259
32,Chr3,11154865,11155269,11155067,404
32,Chr4,17731252,17733478,17732365,2226
32,Chr5,9855408,9855906,9855657,498
33,Chr1,4150237,4150345,4150291,108
33,Chr2,494756,494979,494868,223
33,Chr2,6209081,6209132,6209107,51
33,Chr3,15926090,15926272,15926181,182
33,Chr5,5995013,5995980,5995497,967
34,Chr1,4120891,4121964,4121427,1073
34,Chr1,16133417,16133452,16133435,35
34,Chr2,6927055,6927364,6927209,309
34,Chr3,8547553,8547650,8547601,97
34,Chr3,18343977,18344539,18344258,562
34,Chr5,13228021,13228025,13228023,4
35,Chr1,18323103,18327124,18325113,4021
35,Chr1,28211477,28211885,28211681,408
35,Chr2,618345,618596,618471,251
35,Chr2,19104354,19105725,19105040,1371
35,Chr4,12079300,12080171,12079736,871
35,Chr5,828738,828850,828794,112
35,Chr5,8458652,8458729,8458690,77
35,Chr5,25238539,25239365,25238952,826
36,Chr1,7205419,7205458,7205439,39
36,Chr2,7817326,7817967,7817646,641
36,Chr2,9438310,9438877,9438594,567
36,Chr2,12346993,12347178,12347085,185
36,Chr2,13771361,13771484,13771423,123
36,Chr3,1352623,1353199,1352911,576
36,Chr3,18780226,18780414,18780320,188
36,Chr4,388080,390127,389104,2047
36,Chr5,14519509,14519685,14519597,176
36,Chr5,16241955,16242490,16242223,535
36,Chr5,25927530,25928590,25928060,1060
37,Chr1,10056800,10057433,10057116,633
37,Chr1,19321413,19321584,19321499,171
37,Chr2,1681360,1681545,1681452,185
37,Chr2,10737564,10738167,10737866,603
37,Chr3,7903165,7903276,7903221,111
37,Chr3,11104932,11105279,11105106,347
37,Chr3,18578397,18578487,18578442,90
37,Chr4,11631139,11631295,11631217,156
37,Chr5,17754031,17754540,17754285,509
38,Chr1,6623991,6624079,6624035,88
38,Chr3,1049257,1051451,1050354,2194
38,Chr3,11382734,11383195,11382964,461
38,Chr3,15570803,15571175,15570989,372
38,Chr4,1507633,1507816,1507725,183
38,Chr5,14104391,14104457,14104424,66
38,Chr5,21504178,21504229,21504204,51
39,Chr1,7118491,7120370,7119431,1879
39,Chr1,18364561,18365892,18365227,1331
39,Chr2,8093964,8094161,8094062,197
39,Chr3,6249723,6249982,6249853,259
39,Chr4,7785778,7785877,7785828,99
39,Chr5,4647184,4647800,4647492,616
39,Chr5,17606521,17607351,17606936,830
40,Chr1,432021,432547,432284,526
40,Chr1,17248322,17248343,17248332,21
40,Chr1,20235496,20236696,20236096,1200
40,Chr1,29161545,29162106,29161825,561
40,Chr2,12431238,12432925,12432082,1687
40,Chr3,17479515,17479801,17479658,286
40,Chr4,6750454,6751006,6750730,552
41,Chr1,21197859,21198249,21198054,390
41,Chr1,21941906,21941998,21941952,92
41,Chr5,16102078,16102924,16102501,846
41,Chr5,17930023,17930527,17930275,504
42,Chr1,13046300,13047214,13046757,914
42,Chr2,1172593,1173253,1172923,660
42,Chr2,9919689,9919692,9919691,3
42,Chr5,19969947,19970620,19970283,673
43,Chr1,11531203,11532022,11531613,819
43,Chr1,12192531,12193701,12193116,1170
43,Chr2,13788435,13789789,13789112,1354
43,Chr3,2008249,2008550,2008399,301
43,Chr3,8236471,8237061,8236766,590
43,Chr3,22904444,22906108,22905276,1664
43,Chr4,799424,799485,799454,61
43,Chr4,5768878,5770231,5769554,1353
43,Chr5,1095922,1095926,1095924,4
43,Chr5,13834254,13834673,13834464,419
44,Chr4,7812404,7812574,7812489,170
44,Chr5,15916705,15916786,15916745,81
45,Chr1,17186793,17187012,17186903,219
45,Chr2,230550,231074,230812,524
45,Chr2,12133288,12133874,12133581,586
45,Chr3,1303290,1303338,1303314,48
45,Chr3,7920392,7920538,7920465,146
45,Chr3,15709680,15709811,15709746,131
45,Chr4,11602645,11602704,11602675,59
45,Chr5,7860215,7861657,7860936,1442
46,Chr1,10104187,10104729,10104458,542
46,Chr2,2309628,2309771,2309700,143
46,Chr2,7076947,7082545,7079746,5598
46,Chr3,11260902,11262200,11261551,1298
46,Chr3,12451084,12451263,12451174,179
46,Chr4,134932,135086,135009,154
46,Chr4,10521100,10521173,10521136,73
46,Chr5,887968,888973,888470,1005
46,Chr5,18658221,18659471,18658846,1250
47,Chr1,10612552,10612818,10612685,266
47,Chr1,26540587,26540962,26540775,375
47,Chr2,5180476,5180615,5180546,139
47,Chr3,3081243,3082166,3081705,923
47,Chr3,11651107,11651505,11651306,398
47,Chr3,18482531,18482917,18482724,386
47,Chr4,6865998,6866788,6866393,790
47,Chr4,7957850,7958229,7958040,379
47,Chr5,231011,231438,231225,427
47,Chr5,8698886,8699167,8699026,281
48,Chr1,4359394,4359546,4359470,152
48,Chr1,11619213,11619368,11619291,155
48,Chr3,3597609,3598666,3598137,1057
48,Chr5,6993975,6996286,6995131,2311
48,Chr5,14087112,14087427,14087270,315
49,Chr1,26519303,26520424,26519863,1121
49,Chr2,10666721,10666964,10666843,243
49,Chr3,16890103,16890436,16890269,333
49,Chr4,8222070,8222655,8222362,585
49,Chr4,17432191,17432639,17432415,448
49,Chr5,765472,765618,765545,146
49,Chr5,8739364,8739898,8739631,534
49,Chr5,18344397,18345117,18344757,720
49,Chr5,22174890,22175344,22175117,454
49,Chr5,26254090,26254698,26254394,608
50,Chr1,3949439,4027386,3988413,77947
50,Chr2,494756,494979,494868,223
50,Chr2,6209081,6209132,6209107,51
50,Chr3,15926030,15926090,15926060,60
50,Chr5,5995013,5995980,5995497,967
51,Chr1,2353866,2354165,2354016,299
51,Chr1,15923997,15924287,15924142,290
51,Chr1,29199476,29200794,29200135,1318
51,Chr2,289413,289609,289511,196
51,Chr3,8816404,8816766,8816585,362
51,Chr4,6100239,6100626,6100433,387
51,Chr5,8041741,8041930,8041835,189
52,Chr1,11472652,11472778,11472715,126
52,Chr2,8295670,8296355,8296012,685
52,Chr2,16786621,16786973,16786797,352
52,Chr3,2574560,2576678,2575619,2118
52,Chr4,6363826,6364538,6364182,712
52,Chr5,22828536,22828670,22828603,134
52,Chr5,26184240,26184869,26184554,629
53,Chr1,6620076,6621019,6620548,943
53,Chr1,17975588,17975935,17975762,347
53,Chr1,19473949,19474593,19474271,644
53,Chr1,28546570,28549547,28548058,2977
53,Chr2,1861252,1862055,1861654,803
53,Chr2,10506526,10506550,10506538,24
53,Chr3,1507025,1508190,1507607,1165
53,Chr3,18476690,18477141,18476916,451
53,Chr4,5793003,5794456,5793729,1453
53,Chr4,8921003,8922529,8921766,1526
53,Chr5,7752565,7752619,7752592,54
53,Chr5,24374404,24374842,24374623,438
54,Chr1,3024401,3024457,3024429,56
54,Chr1,3773865,3773964,3773915,99
54,Chr1,26685700,26686384,26686042,684
54,Chr1,28205229,28208094,28206661,2865
54,Chr2,9985790,9986088,9985939,298
54,Chr2,10802453,10803989,10803221,1536
54,Chr2,19488888,19489551,19489220,663
54,Chr3,952637,953374,953005,737
54,Chr3,22421890,22424707,22423298,2817
54,Chr4,79847,79904,79875,57
54,Chr4,11648275,11649257,11648766,982
54,Chr5,21064697,21066886,21065791,2189
54,Chr5,25179582,25179752,25179667,170
55,Chr1,1072339,1073161,1072750,822
55,Chr1,23354110,23354232,23354171,122
55,Chr2,1254831,1254841,1254836,10
55,Chr2,1555928,1556205,1556066,277
55,Chr3,3197029,3197798,3197413,769
55,Chr3,8711843,8712101,8711972,258
55,Chr3,17084727,17086742,17085735,2015
55,Chr4,267889,268329,268109,440
55,Chr5,7382774,7383587,7383180,813
55,Chr5,14987207,14989268,14988237,2061
55,Chr5,21471847,21472066,21471957,219
56,Chr1,8075699,8075958,8075829,259
56,Chr3,11156689,11157106,11156897,417
56,Chr4,17731252,17733478,17732365,2226
56,Chr5,9855343,9855395,9855369,52
57,Chr1,17866641,17866802,17866721,161
57,Chr1,28356205,28356313,28356259,108
57,Chr4,6015897,6016684,6016291,787
58,Chr1,28918510,28919006,28918758,496
58,Chr2,19261847,19262246,19262047,399
58,Chr3,11807089,11807309,11807199,220
58,Chr5,1562536,1563821,1563178,1285
58,Chr5,10148720,10148947,10148834,227
59,Chr1,9955811,9955866,9955839,55
59,Chr1,20493296,20496195,20494746,2899
59,Chr1,29422171,29422753,29422462,582
59,Chr2,6849856,6850123,6849990,267
59,Chr3,10772633,10777435,10775034,4802
59,Chr3,23256677,23257482,23257079,805
59,Chr4,697260,713314,705287,16054
59,Chr4,6821435,6822620,6822027,1185
59,Chr4,11490440,11491597,11491018,1157
59,Chr5,22073660,22074132,22073896,472
60,Chr1,18328784,18329053,18328918,269
60,Chr1,28211477,28211885,28211681,408
60,Chr2,617852,618345,618098,493
60,Chr2,19101619,19103091,19102355,1472
60,Chr4,12079217,12079268,12079243,51
60,Chr5,828922,829009,828966,87
60,Chr5,8458652,8458729,8458690,77
60,Chr5,25238539,25239365,25238952,826
61,Chr1,7014014,7014367,7014190,353
61,Chr1,16891348,16891973,16891660,625
61,Chr1,19331912,19332438,19332175,526
61,Chr2,486199,486203,486201,4
61,Chr3,4789502,4789650,4789576,148
61,Chr3,10190969,10190989,10190979,20
61,Chr4,6515373,6515553,6515463,180
61,Chr5,9517427,9518089,9517758,662
61,Chr5,18211633,18212536,18212085,903
62,Chr1,4120891,4121964,4121427,1073
62,Chr1,16133417,16133722,16133569,305
62,Chr2,6926581,6927055,6926818,474
62,Chr3,8547405,8547485,8547445,80
62,Chr3,18343631,18343815,18343723,184
62,Chr5,11983583,11983753,11983668,170
63,Chr1,8863024,8863343,8863184,319
63,Chr1,16778402,16778504,16778453,102
63,Chr2,7751956,7752337,7752146,381
63,Chr2,19319049,19320501,19319775,1452
63,Chr3,7617940,7618063,7618002,123
63,Chr4,621475,623123,622299,1648
63,Chr5,13775224,13775267,13775246,43
63,Chr5,17738043,17738283,17738163,240
64,Chr1,2439590,2441778,2440684,2188
64,Chr1,23286680,23287397,23287038,717
64,Chr2,4802735,4802998,4802867,263
64,Chr3,7752129,7752743,7752436,614
64,Chr3,10845819,10846116,10845967,297
64,Chr5,7269200,7269581,7269390,381
64,Chr5,8020330,8021317,8020824,987
64,Chr5,22045727,22045807,22045767,80
65,Chr1,10486260,10486761,10486510,501
65,Chr2,12296776,12297160,12296968,384
65,Chr3,13486543,14750523,14118533,1263980
65,Chr4,956389,957416,956903,1027
65,Chr5,5457767,5458009,5457888,242
65,Chr5,7525853,7526261,7526057,408
65,Chr5,25445518,25447525,25446522,2007
66,Chr1,12455551,12455859,12455705,308
66,Chr1,13076724,13076966,13076845,242
66,Chr2,10525452,10527160,10526306,1708
66,Chr3,21896920,21897479,21897200,559
66,Chr4,11314377,11314822,11314599,445
66,Chr4,14865120,14865122,14865121,2
66,Chr5,1269487,1269796,1269641,309
66,Chr5,8791182,8791949,8791566,767
66,Chr5,16041584,16043668,16042626,2084
66,Chr5,18984259,18984533,18984396,274
66,Chr5,26001022,26001735,26001378,713
67,Chr2,2272346,2272941,2272644,595
67,Chr2,6827509,6833173,6830341,5664
67,Chr3,5754945,5755584,5755265,639
67,Chr3,8806254,8806301,8806278,47
67,Chr3,18944233,18944431,18944332,198
67,Chr4,9370917,9371459,9371188,542
67,Chr5,15020014,15020919,15020466,905
67,Chr5,24116037,24116220,24116129,183
68,Chr1,18031216,18031475,18031346,259
68,Chr2,10373681,10374485,10374083,804
68,Chr3,7944733,7944876,7944805,143
68,Chr3,22363075,22363529,22363302,454
68,Chr4,8139008,8139627,8139318,619
68,Chr4,10649216,10650193,10649704,977
68,Chr4,12933896,12934260,12934078,364
68,Chr5,4871236,4872647,4871942,1411
68,Chr5,23255326,23261694,23258510,6368
69,Chr1,5143991,5147182,5145587,3191
69,Chr2,8852962,8853707,8853334,745
69,Chr3,6488550,6488912,6488731,362
69,Chr3,16802366,16802403,16802384,37
69,Chr3,18200382,18200800,18200591,418
69,Chr4,1255045,1255081,1255063,36
69,Chr5,1378619,1379059,1378839,440
69,Chr5,15999183,15999439,15999311,256
69,Chr5,22768073,22768255,22768164,182
69,Chr5,25448167,25449204,25448685,1037
70,Chr1,27766254,27766881,27766568,627
70,Chr2,12944830,12946156,12945493,1326
70,Chr3,10062822,10065217,10064020,2395
70,Chr3,16568950,16569115,16569032,165
70,Chr4,9375982,9376304,9376143,322
70,Chr5,9863012,9863430,9863221,418
70,Chr5,26242782,26243623,26243202,841
71,Chr1,834962,844413,839688,9451
71,Chr1,4752467,4753060,4752763,593
71,Chr1,16874181,16874585,16874383,404
71,Chr1,24355988,24356763,24356376,775
71,Chr1,27222435,27222674,27222555,239
71,Chr2,19477725,19477947,19477836,222
71,Chr3,18455357,18456486,18455921,1129
71,Chr3,22667035,22669429,22668232,2394
71,Chr4,3669481,3669707,3669594,226
71,Chr4,15515190,15515741,15515466,551
71,Chr5,1087113,1088147,1087630,1034
71,Chr5,23054324,23054743,23054534,419
72,Chr1,17298002,17298149,17298076,147
72,Chr2,9667435,9667555,9667495,120
72,Chr2,10525452,10527160,10526306,1708
72,Chr3,4444826,4452589,4448708,7763
72,Chr3,11713680,11713706,11713693,26
72,Chr5,5434734,5435678,5435206,944
72,Chr5,26686171,26686630,26686401,459
73,Chr1,12689105,12689440,12689273,335
73,Chr1,24404657,24404680,24404669,23
73,Chr3,4778878,4779485,4779182,607
73,Chr3,11523980,11524278,11524129,298
73,Chr4,11131655,11132313,11131984,658
73,Chr5,17732190,17733426,17732808,1236
74,Chr1,11025233,11026032,11025633,799
74,Chr1,26185757,26186929,26186343,1172
74,Chr2,8580568,8581423,8580996,855
74,Chr2,11859329,11862567,11860948,3238
74,Chr2,15681108,15681119,15681114,11
74,Chr3,9337655,9337656,9337655,1
74,Chr4,6255382,6255594,6255488,212
74,Chr5,8229734,8231040,8230387,1306
74,Chr5,22843535,22844654,22844095,1119
75,Chr2,7125584,7132244,7128914,6660
75,Chr2,18957784,18957825,18957804,41
75,Chr3,10952335,10952428,10952381,93
75,Chr3,18750187,18750384,18750285,197
75,Chr3,22983454,22983710,22983582,256
75,Chr4,5633616,5633733,5633674,117
75,Chr4,17547032,17547237,17547134,205
75,Chr5,15870699,15871676,15871187,977
76,Chr2,9214877,9215342,9215109,465
76,Chr3,7867266,7868437,7867852,1171
76,Chr4,8294360,8295091,8294726,731
76,Chr5,15706345,15706513,15706429,168
77,Chr1,10057433,10057773,10057603,340
77,Chr1,19321584,19321659,19321622,75
77,Chr2,1689699,1693043,1691371,3344
77,Chr2,10713748,10718141,10715944,4393
77,Chr3,7934632,7934882,7934757,250
77,Chr3,11096941,11097013,11096977,72
77,Chr3,18725488,18725665,18725576,177
77,Chr4,11550901,11552896,11551899,1995
77,Chr5,17754031,17754540,17754285,509
78,Chr1,12636771,12637977,12637374,1206
78,Chr1,26619842,26620446,26620144,604
78,Chr3,5500654,5500765,5500710,111
78,Chr3,15706270,15706462,15706366,192
78,Chr4,6821221,6821435,6821328,214
78,Chr4,7353918,7354712,7354315,794
78,Chr4,17678216,17679721,17678968,1505
78,Chr5,21149901,21149947,21149924,46
79,Chr1,1201556,1201757,1201656,201
79,Chr1,10676851,10677698,10677275,847
79,Chr2,9734923,9734970,9734947,47
79,Chr3,9836333,9837698,9837015,1365
79,Chr3,22776659,22777266,22776963,607
79,Chr4,11020727,11020813,11020770,86
79,Chr5,5442161,5443611,5442886,1450
79,Chr5,9717038,9717917,9717478,879
79,Chr5,16088845,16088889,16088867,44
79,Chr5,23344833,23345329,23345081,496
79,Chr5,25749328,25750045,25749686,717
80,Chr1,10821979,10822267,10822123,288
80,Chr2,12375316,12375594,12375455,278
80,Chr3,7341125,7342100,7341613,975
80,Chr5,2657663,2658643,2658153,980
80,Chr5,5031501,5031656,5031579,155
80,Chr5,15379025,15379638,15379331,613
81,Chr1,23083702,23083885,23083794,183
81,Chr2,1610100,1611625,1610862,1525
81,Chr2,2893347,2893987,2893667,640
81,Chr3,9339210,9339218,9339214,8
81,Chr3,15674831,15674945,15674888,114
81,Chr4,16680297,16680422,16680359,125
81,Chr5,19112596,19113161,19112878,565
81,Chr5,26703487,26703866,26703677,379
82,Chr1,4212883,4213951,4213417,1068
82,Chr1,16797891,16798509,16798200,618
82,Chr2,7365944,7366213,7366078,269
82,Chr2,9798686,9799750,9799218,1064
82,Chr3,15341856,15341898,15341877,42
82,Chr3,16080892,16081319,16081106,427
82,Chr4,9986360,9986592,9986476,232
82,Chr4,17229053,17229166,17229109,113
82,Chr5,21427239,21427788,21427513,549
