chrs,cum.start,cum.end,dat1.inside,dat1.outside,dat1.chr,dat1.relCo,dat2.inside,dat2.outside,dat2.chr,dat2.relCo,diff.relCo,pval,fdr,xsq.result
Chr1,4200001,5200000,126,14757,3610,0.008466035073573876,12,2032,487,0.005870841487279843,-0.0025951935862940333,0.2922726079224945,0.7268213155506561,ns
Chr1,4300001,5300000,96,14787,3610,0.006450312437008668,12,2032,487,0.005870841487279843,-5.794709497288246e-4,0.8824256792794777,1,ns
Chr1,4400001,5400000,95,14788,3610,0.006383121682456494,14,2030,487,0.00684931506849315,4.6619338603665593e-4,0.7681511084800083,1,ns
Chr1,4500001,5500000,98,14785,3610,0.006584693946113015,13,2031,487,0.006360078277886497,-2.2461566822651845e-4,1,1,ns
Chr1,4600001,5600000,87,14796,3610,0.005845595646039105,12,2032,487,0.005870841487279843,2.524584124073779e-5,1,1,ns
Chr1,4700001,5700000,86,14797,3610,0.005778404891486931,11,2033,487,0.0053816046966731895,-3.9680019481374163e-4,1,1,ns
Chr1,4800001,5800000,75,14808,3610,0.005039306591413021,10,2034,487,0.004892367906066536,-1.469386853464854e-4,1,1,ns
Chr1,4900001,5900000,70,14813,3610,0.004703352818652153,7,2037,487,0.003424657534246575,-0.001278695284405578,0.5971641860525285,0.947103054884448,ns
Chr1,5000001,6000000,59,14824,3610,0.003964254518578243,7,2037,487,0.003424657534246575,-5.395969843316681e-4,0.8508413414542156,1,ns
Chr1,5100001,6100000,59,14824,3610,0.003964254518578243,6,2038,487,0.0029354207436399216,-0.0010288337749383217,0.5716076759916765,0.9289505757793214,ns
Chr1,5200001,6200000,56,14827,3610,0.003762682254921723,5,2039,487,0.002446183953033268,-0.001316498301888455,0.4345441574546596,0.8529272708381312,ns
Chr1,5300001,6300000,62,14821,3610,0.004165826782234765,4,2040,487,0.0019569471624266144,-0.0022088796198081505,0.18202814048602686,0.6047347018824393,ns
Chr1,5400001,6400000,64,14819,3610,0.0043002082913391115,2,2042,487,9.784735812133072e-4,-0.0033217347101258043,0.021085737578997833,0.21918692621352945,ns
Chr1,5500001,6500000,65,14818,3610,0.004367399045891286,3,2041,487,0.0014677103718199608,-0.002899688674071325,0.05947486990390252,0.36975414402520534,ns
Chr1,5600001,6600000,70,14813,3610,0.004703352818652153,3,2041,487,0.0014677103718199608,-0.0032356424468321923,0.030590667248780345,0.25926554341002167,ns
Chr1,5700001,6700000,87,14796,3610,0.005845595646039105,3,2041,487,0.0014677103718199608,-0.0043778852742191445,0.008329040122236378,0.13347192540258043,ns
Chr1,5800001,6800000,94,14789,3610,0.00631593092790432,3,2041,487,0.0014677103718199608,-0.004848220556084359,0.004196653472635996,0.09536533236093522,ns
Chr1,5900001,6900000,101,14782,3610,0.006786266209769536,3,2041,487,0.0014677103718199608,-0.005318555837949575,0.002096565975086542,0.06280168079918323,ns
Chr1,6000001,7000000,109,14774,3610,0.007323792246186925,4,2040,487,0.0019569471624266144,-0.005366845083760311,0.00325577748513989,0.08093151913615794,ns
Chr1,6100001,7100000,117,14766,3610,0.007861318282604314,5,2039,487,0.002446183953033268,-0.005415134329571046,0.004709748057066672,0.10176144162645696,ns
Chr1,6200001,7200000,122,14761,3610,0.008197272055365181,6,2038,487,0.0029354207436399216,-0.00526185131172526,0.006257767124567689,0.11710189792545013,ns
Chr1,6300001,7300000,120,14763,3610,0.008062890546260835,6,2038,487,0.0029354207436399216,-0.005127469802620913,0.008533333249098015,0.13347192540258043,ns
Chr1,6400001,7400000,117,14766,3610,0.007861318282604314,9,2035,487,0.004403131115459882,-0.0034581871671444317,0.09881999257779701,0.47876861763746337,ns
Chr1,6500001,7500000,125,14758,3610,0.008398844319021702,9,2035,487,0.004403131115459882,-0.00399571320356182,0.0612374200513188,0.3711917714947732,ns
Chr1,6600001,7600000,122,14761,3610,0.008197272055365181,8,2036,487,0.003913894324853229,-0.004283377730511953,0.041241515028099265,0.30013501814296456,ns
Chr1,6700001,7700000,112,14771,3610,0.007525364509843446,8,2036,487,0.003913894324853229,-0.003611470184990217,0.06795410809972605,0.39282243190981986,ns
Chr1,6800001,7800000,131,14752,3610,0.008801988846334744,12,2032,487,0.005870841487279843,-0.0029311473590549007,0.19797251140546382,0.6253609719750055,ns
Chr1,6900001,7900000,133,14750,3610,0.008936370355439092,15,2029,487,0.007338551859099804,-0.0015978184963392882,0.5280106475487417,0.8936116542508173,ns
Chr1,7000001,8000000,135,14748,3610,0.009070751864543439,20,2024,487,0.009784735812133072,7.139839475896331e-4,0.7107169721093454,1,ns
Chr1,7100001,8100000,142,14741,3610,0.009541087146408654,20,2024,487,0.009784735812133072,2.436486657244174e-4,0.9034697804797754,1,ns
Chr1,7200001,8200000,157,14726,3610,0.010548948464691258,22,2022,487,0.010763209393346379,2.1426092865512066e-4,0.9081673829531014,1,ns
Chr1,7300001,8300000,160,14723,3610,0.01075052072834778,23,2021,487,0.011252446183953033,5.019254556052535e-4,0.8194660875859414,1,ns
Chr1,7400001,8400000,184,14699,3610,0.012363098837599945,27,2017,487,0.013209393346379647,8.462945087797016e-4,0.7494567390933153,1,ns
Chr1,7500001,8500000,182,14701,3610,0.012228717328495599,27,2017,487,0.013209393346379647,9.806760178840482e-4,0.6697307263861491,0.9951579451825755,ns
Chr1,7600001,8600000,189,14694,3610,0.012699052610360815,30,2014,487,0.014677103718199608,0.0019780511078387932,0.4643424046369165,0.8733740707493364,ns
Chr1,7700001,8700000,186,14697,3610,0.012497480346704294,29,2015,487,0.014187866927592954,0.0016903865808886604,0.5268183115401863,0.8936116542508173,ns
Chr1,7800001,8800000,165,14718,3610,0.011086474501108648,26,2018,487,0.012720156555772993,0.0016336820546643451,0.5025744532835877,0.8936116542508173,ns
Chr1,7900001,8900000,153,14730,3610,0.010280185446482563,24,2020,487,0.011741682974559686,0.0014614975280771228,0.5612171860332209,0.9165851935462023,ns
Chr1,8000001,9000000,173,14710,3610,0.011624000537526036,20,2024,487,0.009784735812133072,-0.0018392647253929646,0.577811017746954,0.9344232164300433,ns
Chr1,8100001,9100000,162,14721,3610,0.010884902237452126,21,2023,487,0.010273972602739725,-6.109296347124003e-4,0.909200814935606,1,ns
Chr1,8200001,9200000,152,14731,3610,0.010212994691930391,20,2024,487,0.009784735812133072,-4.2825887979731914e-4,1,1,ns
Chr1,8300001,9300000,160,14723,3610,0.01075052072834778,22,2022,487,0.010763209393346379,1.2688664998599872e-5,1,1,ns
Chr1,8400001,9400000,135,14748,3610,0.009070751864543439,17,2027,487,0.008317025440313111,-7.537264242303277e-4,0.9002736225968682,1,ns
Chr1,8500001,9500000,137,14746,3610,0.009205133373647785,18,2026,487,0.008806262230919765,-3.9887114272802067e-4,1,1,ns
Chr1,8600001,9600000,127,14756,3610,0.00853322582812605,16,2028,487,0.007827788649706457,-7.054371784195931e-4,0.8972495169644665,1,ns
Chr1,8700001,9700000,118,14765,3610,0.007928509037156486,18,2026,487,0.008806262230919765,8.777531937632782e-4,0.6910837634205433,1,ns
Chr1,8800001,9800000,116,14767,3610,0.00779412752805214,19,2025,487,0.009295499021526418,0.0015013714934742784,0.5060068031503443,0.8936116542508173,ns
Chr1,8900001,9900000,127,14756,3610,0.00853322582812605,19,2025,487,0.009295499021526418,7.622731934003677e-4,0.7019408187433663,1,ns
Chr1,9000001,10000000,120,14763,3610,0.008062890546260835,21,2023,487,0.010273972602739725,0.0022110820564788906,0.2987085918128433,0.731328837195966,ns
Chr1,9100001,10100000,124,14759,3610,0.00833165356446953,21,2023,487,0.010273972602739725,0.0019423190382701957,0.3695793014220635,0.8020595907279772,ns
Chr1,9200001,10200000,120,14763,3610,0.008062890546260835,22,2022,487,0.010763209393346379,0.0027003188470855442,0.19745895537513877,0.6253609719750055,ns
Chr1,9300001,10300000,119,14764,3610,0.00799569979170866,19,2025,487,0.009295499021526418,0.0012997992298177576,0.512352393897859,0.8936116542508173,ns
Chr1,9400001,10400000,126,14757,3610,0.008466035073573876,17,2027,487,0.008317025440313111,-1.490096332607653e-4,0.9999999999999999,1,ns
Chr1,9500001,10500000,114,14769,3610,0.007659746018947792,17,2027,487,0.008317025440313111,6.572794213653187e-4,0.6878221332250822,1,ns
Chr1,9600001,10600000,126,14757,3610,0.008466035073573876,17,2027,487,0.008317025440313111,-1.490096332607653e-4,0.9999999999999999,1,ns
Chr1,9700001,10700000,148,14735,3610,0.009944231673721696,18,2026,487,0.008806262230919765,-0.0011379694428019314,0.7197033049789116,1,ns
Chr1,9800001,10800000,148,14735,3610,0.009944231673721696,16,2028,487,0.007827788649706457,-0.0021164430240152386,0.40115701681877663,0.8209669837746002,ns
Chr1,9900001,10900000,135,14748,3610,0.009070751864543439,15,2029,487,0.007338551859099804,-0.0017322000054436348,0.5286409388016237,0.8936116542508173,ns
Chr1,10000001,11000000,135,14748,3610,0.009070751864543439,16,2028,487,0.007827788649706457,-0.0012429632148369812,0.7061316836408761,1,ns
Chr1,10100001,11100000,140,14743,3610,0.009406705637304306,15,2029,487,0.007338551859099804,-0.0020681537782045022,0.45635571551862586,0.8679319380282091,ns
Chr1,10200001,11200000,150,14733,3610,0.010078613182826043,15,2029,487,0.007338551859099804,-0.0027400613237262388,0.2796767786526896,0.7090997768216489,ns
Chr1,10300001,11300000,164,14719,3610,0.011019283746556474,19,2025,487,0.009295499021526418,-0.0017237847250300559,0.5682153311238686,0.9257204034873409,ns
Chr1,10400001,11400000,159,14724,3610,0.010683329973795605,21,2023,487,0.010273972602739725,-4.0935737105587955e-4,1,1,ns
Chr1,10500001,11500000,183,14700,3610,0.012295908083047773,28,2016,487,0.0136986301369863,0.0014027220539385276,0.5945433341388789,0.947103054884448,ns
Chr1,10600001,11600000,176,14707,3610,0.011825572801182557,28,2016,487,0.0136986301369863,0.0018730573358037433,0.449468359137618,0.8635262921735571,ns
Chr1,10700001,11700000,169,14714,3610,0.011355237519317342,27,2017,487,0.013209393346379647,0.0018541558270623055,0.44075344018467627,0.85531122165789,ns
Chr1,10800001,11800000,175,14708,3610,0.011758382046630383,27,2017,487,0.013209393346379647,0.001451011299749264,0.5863693617134289,0.9417237476627204,ns
Chr1,10900001,11900000,196,14687,3610,0.01316938789222603,31,2013,487,0.015166340508806261,0.001996952616580231,0.4721666014851143,0.8775992305503039,ns
Chr1,11000001,12000000,191,14692,3610,0.012833434119465161,29,2015,487,0.014187866927592954,0.001354432808127793,0.6023612523610343,0.9500581155435555,ns
Chr1,11100001,12100000,181,14702,3610,0.012161526573943425,30,2014,487,0.014677103718199608,0.002515577144256183,0.33809938819837887,0.759139682530602,ns
Chr1,11200001,12200000,164,14719,3610,0.011019283746556474,28,2016,487,0.0136986301369863,0.0026793463904298265,0.26659584426431204,0.6964370191162508,ns
Chr1,11300001,12300000,146,14737,3610,0.00980985016461735,31,2013,487,0.015166340508806261,0.005356490344188912,0.03575522804213418,0.28218796742235236,ns
Chr1,11400001,12400000,149,14734,3610,0.01001142242827387,32,2012,487,0.015655577299412915,0.005644154871139045,0.028361621071848867,0.256031620360937,ns
Chr1,11500001,12500000,130,14753,3610,0.008734798091782571,26,2018,487,0.012720156555772993,0.003985358463990422,0.08339665196189434,0.44920457272557557,ns
Chr1,11600001,12600000,145,14738,3610,0.009742659410065175,31,2013,487,0.015166340508806261,0.005423681098741086,0.0271673150618814,0.2486563975802756,ns
Chr1,11700001,12700000,150,14733,3610,0.010078613182826043,36,2008,487,0.01761252446183953,0.007533911279013487,0.0043190791118616415,0.09648383507514649,ns
Chr1,11800001,12800000,165,14718,3610,0.011086474501108648,40,2004,487,0.019569471624266144,0.008482997123157495,0.0023091280768558955,0.06710651622395605,ns
Chr1,11900001,12900000,142,14741,3610,0.009541087146408654,37,2007,487,0.018101761252446183,0.008560674106037528,0.0010859277596335824,0.04441021713089098,diff
Chr1,12000001,13000000,144,14739,3610,0.009675468655513001,43,2001,487,0.021037181996086105,0.011361713340573103,2.374822141454192e-5,0.002668970840938708,diff
Chr1,12100001,13100000,181,14702,3610,0.012161526573943425,46,1998,487,0.022504892367906065,0.01034336579396264,4.260597459706876e-4,0.02239068321668691,diff
Chr1,12200001,13200000,189,14694,3610,0.012699052610360815,52,1992,487,0.025440313111545987,0.012741260501185172,2.4300189750580043e-5,0.002668970840938708,diff
Chr1,12300001,13300000,194,14689,3610,0.013035006383121682,47,1997,487,0.02299412915851272,0.009959122775391037,9.175160685835357e-4,0.04030953927977,diff
Chr1,12400001,13400000,189,14694,3610,0.012699052610360815,47,1997,487,0.02299412915851272,0.010295076548151904,5.535137758766713e-4,0.027019672466868625,diff
Chr1,12500001,13500000,190,14693,3610,0.012766243364912989,47,1997,487,0.02299412915851272,0.01022788579359973,5.749450014993817e-4,0.027063482570578036,diff
Chr1,12600001,13600000,168,14715,3610,0.011288046764765169,41,2003,487,0.020058708414872797,0.008770661650107628,0.0017693834499934596,0.0583011846772845,ns
Chr1,12700001,13700000,147,14736,3610,0.009877040919169522,35,2009,487,0.017123287671232876,0.007246246752063354,0.005619935886761006,0.11272368499108686,ns
Chr1,12800001,13800000,121,14762,3610,0.008130081300813009,31,2013,487,0.015166340508806261,0.007036259207993252,0.0036192138218983905,0.08518078245110855,ns
Chr1,12900001,13900000,118,14765,3610,0.007928509037156486,30,2014,487,0.014677103718199608,0.006748594681043121,0.004810533294858429,0.10226262713908725,ns
Chr1,13000001,14000000,96,14787,3610,0.006450312437008668,21,2023,487,0.010273972602739725,0.0038236601657310578,0.06248014041141462,0.372619117928708,ns
Chr1,13100001,14100000,55,14828,3610,0.003695491500369549,17,2027,487,0.008317025440313111,0.004621533939943562,0.0056470766743167925,0.11272368499108686,ns
Chr1,13200001,14200000,46,14837,3610,0.0030907747093999864,10,2034,487,0.004892367906066536,0.0018015931966665496,0.2128759108950819,0.6333418748526365,ns
Chr1,13300001,14300000,29,14854,3610,0.001948531882013035,9,2035,487,0.004403131115459882,0.0024545992334468474,0.04131867254916826,0.30013501814296456,ns
Chr1,13400001,14400000,23,14860,3610,0.0015453873546999932,7,2037,487,0.003424657534246575,0.001879270179546582,0.08312780722054285,0.44920457272557557,ns
Chr1,13500001,14500000,12,14871,3610,8.062890546260835e-4,4,2040,487,0.0019569471624266144,0.0011506581078005308,0.11817122880286872,0.5157274157688112,ns
Chr1,13600001,14600000,11,14872,3610,7.390983000739098e-4,4,2040,487,0.0019569471624266144,0.0012178488623527045,0.09752605106983703,0.47876861763746337,ns
Chr1,13700001,14700000,9,14874,3610,6.047167909695626e-4,3,2041,487,0.0014677103718199608,8.629935808503982e-4,0.1689379170045395,0.5874938644115648,ns
Chr1,13800001,14800000,9,14874,3610,6.047167909695626e-4,3,2041,487,0.0014677103718199608,8.629935808503982e-4,0.1689379170045395,0.5874938644115648,ns
Chr1,13900001,14900000,9,14874,3610,6.047167909695626e-4,3,2041,487,0.0014677103718199608,8.629935808503982e-4,0.1689379170045395,0.5874938644115648,ns
Chr1,14000001,15000000,9,14874,3610,6.047167909695626e-4,3,2041,487,0.0014677103718199608,8.629935808503982e-4,0.1689379170045395,0.5874938644115648,ns
Chr1,14100001,15100000,6,14877,3610,4.0314452731304173e-4,2,2042,487,9.784735812133072e-4,5.753290539002654e-4,0.25037647447163286,0.681810316846306,ns
Chr1,14200001,15200000,1,14882,3610,6.719075455217362e-5,2,2042,487,9.784735812133072e-4,9.112828266611336e-4,0.040208643844625316,0.30013501814296456,ns
Chr1,14300001,15300000,0,14883,3610,0,1,2043,487,4.892367906066536e-4,4.892367906066536e-4,0.12075382524960118,0.5218148907507355,ns
Chr1,14400001,15400000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,14500001,15500000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,14600001,15600000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,14700001,15700000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,14800001,15800000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,14900001,15900000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,15000001,16000000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,15100001,16100000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,15200001,16200000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,15300001,16300000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,15400001,16400000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,15500001,16500000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,15600001,16600000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,15700001,16700000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,15800001,16800000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,15900001,16900000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,16000001,17000000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,16100001,17100000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,16200001,17200000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,16300001,17300000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,16400001,17400000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,16500001,17500000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,16600001,17600000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,16700001,17700000,0,14883,3610,0,0,2044,487,0,0,1,1,ns
Chr1,16800001,17800000,8,14875,3610,5.375260364173889e-4,0,2044,487,0,-5.375260364173889e-4,0.6074726562879512,0.9500581155435555,ns
Chr1,16900001,17900000,8,14875,3610,5.375260364173889e-4,0,2044,487,0,-5.375260364173889e-4,0.6074726562879512,0.9500581155435555,ns
Chr1,17000001,18000000,8,14875,3610,5.375260364173889e-4,0,2044,487,0,-5.375260364173889e-4,0.6074726562879512,0.9500581155435555,ns
Chr1,17100001,18100000,22,14861,3610,0.0014781966001478197,3,2041,487,0.0014677103718199608,-1.0486228327858879e-5,1,1,ns
Chr1,17200001,18200000,22,14861,3610,0.0014781966001478197,4,2040,487,0.0019569471624266144,4.787505622787947e-4,0.546592145858756,0.9067243053538275,ns
Chr1,17300001,18300000,54,14829,3610,0.0036283007458173754,20,2024,487,0.009784735812133072,0.006156435066315696,4.328328787572876e-4,0.02239068321668691,diff
Chr1,17400001,18400000,64,14819,3610,0.0043002082913391115,23,2021,487,0.011252446183953033,0.006952237892613921,2.0711849112889328e-4,0.013649108565394068,diff
Chr1,17500001,18500000,66,14817,3610,0.004434589800443459,24,2020,487,0.011741682974559686,0.007307093174116227,1.3174427190130032e-4,0.010852434397869613,diff
Chr1,17600001,18600000,85,14798,3610,0.005711214136934758,31,2013,487,0.015166340508806261,0.009455126371871504,1.8231969152974915e-5,0.002402973534362094,diff
Chr1,17700001,18700000,97,14786,3610,0.006517503191560841,34,2010,487,0.016634050880626222,0.010116547689065381,1.0871285655866636e-5,0.0015920393882702475,diff
Chr1,17800001,18800000,109,14774,3610,0.007323792246186925,41,2003,487,0.020058708414872797,0.012734916168685873,3.729652987713612e-7,2.1752393338766678e-4,diff
Chr1,17900001,18900000,133,14750,3610,0.008936370355439092,45,1999,487,0.02201565557729941,0.01307928522186032,1.158632738039596e-6,3.0541558974723755e-4,diff
Chr1,18000001,19000000,159,14724,3610,0.010683329973795605,49,1995,487,0.023972602739726026,0.013289272765930421,4.576969667313793e-6,7.612024317334743e-4,diff
Chr1,18100001,19100000,166,14717,3610,0.01115366525566082,53,1991,487,0.02592954990215264,0.01477588464649182,5.560036768260743e-7,2.1752393338766678e-4,diff
Chr1,18200001,19200000,177,14706,3610,0.011892763555734731,56,1988,487,0.0273972602739726,0.01550449671823787,4.0819335760238395e-7,2.1752393338766678e-4,diff
Chr1,18300001,19300000,152,14731,3610,0.010212994691930391,43,2001,487,0.021037181996086105,0.010824187304155714,8.593640524945907e-5,0.007550945474585803,diff
Chr1,18400001,19400000,201,14682,3610,0.013505341664986898,48,1996,487,0.023483365949119372,0.009978024284132475,0.0011119401861300474,0.04441021713089098,diff
Chr1,18500001,19500000,243,14640,3610,0.01632735335617819,50,1994,487,0.02446183953033268,0.00813448617415449,0.011076893781441027,0.15698221509612123,ns
Chr1,18600001,19600000,245,14638,3610,0.01646173486528254,45,1999,487,0.02201565557729941,0.005553920712016873,0.08330102244974684,0.44920457272557557,ns
Chr1,18700001,19700000,239,14644,3610,0.016058590337969494,45,1999,487,0.02201565557729941,0.005957065239329918,0.05360468439737859,0.34560935474207755,ns
Chr1,18800001,19800000,234,14649,3610,0.015722636565208628,39,2005,487,0.01908023483365949,0.003357598268450862,0.2607799505547336,0.6901136957129913,ns
Chr1,18900001,19900000,226,14657,3610,0.015185110528791238,35,2009,487,0.017123287671232876,0.0019381771424416376,0.5024592210066603,0.8936116542508173,ns
Chr1,19000001,20000000,221,14662,3610,0.01484915675603037,36,2008,487,0.01761252446183953,0.0027633677058091586,0.33454700178311664,0.7558195532915338,ns
Chr1,19100001,20100000,210,14673,3610,0.01411005845595646,30,2014,487,0.014677103718199608,5.670452622431477e-4,0.8416684056604704,1,ns
