lib	chr	start	end	gt
results/06_tiger/lib7_MappedOn_tair10	5	15380113	26975502	LL
results/06_tiger/lib70_MappedOn_tair10	1	1	12940425	CC
results/06_tiger/lib70_MappedOn_tair10	1	12940937	17133674	CL
results/06_tiger/lib70_MappedOn_tair10	1	17134362	30427671	CC
results/06_tiger/lib71_MappedOn_tair10	5	1	594325	CC
results/06_tiger/lib71_MappedOn_tair10	5	594373	22689938	CL
results/06_tiger/lib71_MappedOn_tair10	5	22690033	26975502	CC
results/06_tiger/lib72_MappedOn_tair10	2	1	2023202	CC
results/06_tiger/lib72_MappedOn_tair10	2	2023986	15728728	CL
results/06_tiger/lib72_MappedOn_tair10	2	15729865	19698289	CC
results/06_tiger/lib75_MappedOn_tair10	2	1	2890526	LL
results/06_tiger/lib75_MappedOn_tair10	2	2890823	18721996	CL
results/06_tiger/lib75_MappedOn_tair10	2	18724754	19698289	LL
results/06_tiger/lib77_MappedOn_tair10	2	1	345069	LL
results/06_tiger/lib77_MappedOn_tair10	2	345088	16198465	CL
results/06_tiger/lib77_MappedOn_tair10	2	16200123	19698289	LL
results/06_tiger/lib8_MappedOn_tair10	2	2177365	8986369	CC
results/06_tiger/lib8_MappedOn_tair10	2	8986784	18536106	CL
results/06_tiger/lib8_MappedOn_tair10	2	18536921	19698289	CC
results/06_tiger/lib80_MappedOn_tair10	4	158556	1021552	LL
results/06_tiger/lib80_MappedOn_tair10	4	1021755	11879313	CL
results/06_tiger/lib80_MappedOn_tair10	4	11879510	17952600	LL
results/06_tiger/lib84_MappedOn_tair10	2	6325833	15779739	CC
results/06_tiger/lib84_MappedOn_tair10	2	15779894	19582892	CL
results/06_tiger/lib84_MappedOn_tair10	2	19583487	19698289	CC
results/06_tiger/lib90_MappedOn_tair10	2	427961	2256804	LL
results/06_tiger/lib90_MappedOn_tair10	2	2258623	12771139	CL
results/06_tiger/lib90_MappedOn_tair10	2	12771680	19698289	LL
results/06_tiger/lib93_MappedOn_tair10	1	1	11475604	LL
results/06_tiger/lib93_MappedOn_tair10	1	11475673	29747144	CL
results/06_tiger/lib93_MappedOn_tair10	1	29747345	30427671	LL
results/06_tiger/lib96_MappedOn_tair10	5	9552383	14825786	LL
results/06_tiger/lib96_MappedOn_tair10	5	14825904	22709150	CL
results/06_tiger/lib96_MappedOn_tair10	5	22713072	26975502	LL
