lib	chr	start	end	gt
results/06_tiger/lib43_MappedOn_tair10	4	17814773	18585056	LL
results/06_tiger/lib5_MappedOn_tair10	5	1	3526182	LL
results/06_tiger/lib5_MappedOn_tair10	5	3526620	24635917	CL
results/06_tiger/lib5_MappedOn_tair10	5	24636214	26975502	LL
results/06_tiger/lib52_MappedOn_tair10	5	7220170	15104230	LL
results/06_tiger/lib52_MappedOn_tair10	5	15104257	26349649	CL
results/06_tiger/lib52_MappedOn_tair10	5	26350108	26975502	LL
results/06_tiger/lib53_MappedOn_tair10	1	1	3296696	LL
results/06_tiger/lib53_MappedOn_tair10	1	3296840	16150583	CL
results/06_tiger/lib53_MappedOn_tair10	1	16150719	30427671	LL
results/06_tiger/lib53_MappedOn_tair10	5	1	3747612	LL
results/06_tiger/lib53_MappedOn_tair10	5	3747895	18763504	CL
results/06_tiger/lib53_MappedOn_tair10	5	18764123	26975502	LL
results/06_tiger/lib55_MappedOn_tair10	5	1	782582	LL
results/06_tiger/lib55_MappedOn_tair10	5	783375	19004040	CL
results/06_tiger/lib55_MappedOn_tair10	5	19004253	26975502	LL
results/06_tiger/lib56_MappedOn_tair10	4	1	50404	CC
results/06_tiger/lib56_MappedOn_tair10	4	56895	7190777	CL
results/06_tiger/lib56_MappedOn_tair10	4	7191572	17471258	CC
results/06_tiger/lib58_MappedOn_tair10	5	1	7003091	CC
results/06_tiger/lib58_MappedOn_tair10	5	7004999	15621230	CL
results/06_tiger/lib58_MappedOn_tair10	5	15621643	26975502	CC
results/06_tiger/lib60_MappedOn_tair10	5	1	621592	LL
results/06_tiger/lib60_MappedOn_tair10	5	621710	16653962	CL
results/06_tiger/lib60_MappedOn_tair10	5	16654084	26975502	LL
results/06_tiger/lib63_MappedOn_tair10	4	1	411023	CC
results/06_tiger/lib63_MappedOn_tair10	4	412126	17820088	CL
results/06_tiger/lib63_MappedOn_tair10	4	17820380	18585056	CC
results/06_tiger/lib65_MappedOn_tair10	1	9697283	10620148	LL
results/06_tiger/lib65_MappedOn_tair10	1	10621738	26612845	CL
results/06_tiger/lib65_MappedOn_tair10	1	26616062	29217598	LL
results/06_tiger/lib68_MappedOn_tair10	2	1	2269145	LL
results/06_tiger/lib68_MappedOn_tair10	2	2269335	17723840	CL
results/06_tiger/lib68_MappedOn_tair10	2	17725175	18473881	LL
results/06_tiger/lib7_MappedOn_tair10	1	1	3745853	CC
results/06_tiger/lib7_MappedOn_tair10	1	3746177	17495135	CL
results/06_tiger/lib7_MappedOn_tair10	1	17495816	19415458	CC
results/06_tiger/lib72_MappedOn_tair10	2	1	180140	CC
results/06_tiger/lib72_MappedOn_tair10	2	180481	7181905	CL
results/06_tiger/lib72_MappedOn_tair10	2	7182052	19698289	CC
results/06_tiger/lib72_MappedOn_tair10	4	1	658667	CC
results/06_tiger/lib72_MappedOn_tair10	4	658722	13510364	CL
results/06_tiger/lib72_MappedOn_tair10	4	13512245	15699229	CC
results/06_tiger/lib73_MappedOn_tair10	1	5165442	16897300	CC
results/06_tiger/lib73_MappedOn_tair10	1	16897570	25583934	CL
results/06_tiger/lib73_MappedOn_tair10	1	25593882	30427671	CC
results/06_tiger/lib75_MappedOn_tair10	4	130947	914426	LL
results/06_tiger/lib75_MappedOn_tair10	4	914459	10740377	CL
results/06_tiger/lib75_MappedOn_tair10	4	10740710	18585056	LL
results/06_tiger/lib77_MappedOn_tair10	2	1862055	6949037	LL
results/06_tiger/lib77_MappedOn_tair10	2	6949229	15617817	CL
results/06_tiger/lib77_MappedOn_tair10	2	15619144	19698289	LL
results/06_tiger/lib78_MappedOn_tair10	5	1	6348585	CC
results/06_tiger/lib78_MappedOn_tair10	5	6348647	15487889	CL
results/06_tiger/lib78_MappedOn_tair10	5	15488255	20748374	CC
results/06_tiger/lib80_MappedOn_tair10	3	1	7910922	CC
results/06_tiger/lib80_MappedOn_tair10	3	7911825	11918950	CL
results/06_tiger/lib80_MappedOn_tair10	3	11919071	23282659	CC
results/06_tiger/lib84_MappedOn_tair10	2	642617	5937573	LL
results/06_tiger/lib84_MappedOn_tair10	2	5938305	12636194	CL
results/06_tiger/lib84_MappedOn_tair10	2	12637338	19698289	LL
results/06_tiger/lib85_MappedOn_tair10	5	1	286921	CC
results/06_tiger/lib85_MappedOn_tair10	5	290125	9076436	CL
results/06_tiger/lib85_MappedOn_tair10	5	9076686	10496149	CC
results/06_tiger/lib88_MappedOn_tair10	3	1	9605952	LL
results/06_tiger/lib88_MappedOn_tair10	3	9605969	19497880	CL
results/06_tiger/lib88_MappedOn_tair10	3	19497925	23459830	LL
results/06_tiger/lib89_MappedOn_tair10	1	1	15981593	CC
results/06_tiger/lib89_MappedOn_tair10	1	15981615	29646369	CL
results/06_tiger/lib89_MappedOn_tair10	1	29648061	30427671	CC
results/06_tiger/lib89_MappedOn_tair10	2	1	1275028	LL
results/06_tiger/lib89_MappedOn_tair10	2	1275470	18494403	CL
results/06_tiger/lib89_MappedOn_tair10	2	18495032	19698289	LL
results/06_tiger/lib90_MappedOn_tair10	3	1	2040731	CC
results/06_tiger/lib90_MappedOn_tair10	3	2042383	16458498	CL
results/06_tiger/lib90_MappedOn_tair10	3	16458732	23459830	CC
results/06_tiger/lib92_MappedOn_tair10	1	1	12956588	LL
results/06_tiger/lib92_MappedOn_tair10	1	12956594	24406570	CL
results/06_tiger/lib92_MappedOn_tair10	1	24406742	30427671	LL
results/06_tiger/lib96_MappedOn_tair10	2	1	115089	CC
results/06_tiger/lib96_MappedOn_tair10	2	115565	12225387	CL
results/06_tiger/lib96_MappedOn_tair10	2	12226000	19698289	CC
