lib	chr	start	end	gt
results/06_tiger/lib36_MappedOn_tair10	1	24968829	30427671	LL
results/06_tiger/lib37_MappedOn_tair10	1	1	170260	LL
results/06_tiger/lib37_MappedOn_tair10	1	170728	12972141	CL
results/06_tiger/lib37_MappedOn_tair10	1	12972500	17294160	LL
results/06_tiger/lib38_MappedOn_tair10	2	1	9441333	CC
results/06_tiger/lib38_MappedOn_tair10	2	9441796	18578200	CL
results/06_tiger/lib38_MappedOn_tair10	2	18579667	19698289	CC
results/06_tiger/lib39_MappedOn_tair10	3	1	3072535	CC
results/06_tiger/lib39_MappedOn_tair10	3	3073193	15972341	CL
results/06_tiger/lib39_MappedOn_tair10	3	15972676	23459830	CC
results/06_tiger/lib40_MappedOn_tair10	1	3744170	4458843	LL
results/06_tiger/lib40_MappedOn_tair10	1	4459173	27092518	CL
results/06_tiger/lib40_MappedOn_tair10	1	27092906	30427671	LL
results/06_tiger/lib43_MappedOn_tair10	5	1	4276138	LL
results/06_tiger/lib43_MappedOn_tair10	5	4276258	15378843	CL
results/06_tiger/lib43_MappedOn_tair10	5	15378959	26975502	LL
results/06_tiger/lib44_MappedOn_tair10	1	3595800	4906997	CC
results/06_tiger/lib44_MappedOn_tair10	1	4908188	8346100	CL
results/06_tiger/lib44_MappedOn_tair10	1	8346456	30427671	CC
results/06_tiger/lib45_MappedOn_tair10	1	1	7095317	LL
results/06_tiger/lib45_MappedOn_tair10	1	7096529	26415744	CL
results/06_tiger/lib45_MappedOn_tair10	1	26415995	30427671	LL
results/06_tiger/lib53_MappedOn_tair10	5	8845805	15131119	CC
results/06_tiger/lib53_MappedOn_tair10	5	15131705	21972240	CL
results/06_tiger/lib53_MappedOn_tair10	5	21972903	26975502	CC
results/06_tiger/lib54_MappedOn_tair10	5	1375194	5056405	LL
results/06_tiger/lib54_MappedOn_tair10	5	5058425	22689838	CL
results/06_tiger/lib54_MappedOn_tair10	5	22689938	26975502	LL
results/06_tiger/lib6_MappedOn_tair10	1	446882	12283242	CC
results/06_tiger/lib6_MappedOn_tair10	1	12283334	24542647	CL
results/06_tiger/lib6_MappedOn_tair10	1	24542858	30427671	CC
results/06_tiger/lib6_MappedOn_tair10	5	820398	14198027	CC
results/06_tiger/lib6_MappedOn_tair10	5	14199322	18954506	CL
results/06_tiger/lib6_MappedOn_tair10	5	18954575	26975502	CC
results/06_tiger/lib61_MappedOn_tair10	5	1	1267120	CC
results/06_tiger/lib61_MappedOn_tair10	5	1267480	9937058	CL
results/06_tiger/lib61_MappedOn_tair10	5	9937215	18961445	CC
results/06_tiger/lib66_MappedOn_tair10	2	1	503986	LL
results/06_tiger/lib66_MappedOn_tair10	2	504635	17709045	CL
results/06_tiger/lib66_MappedOn_tair10	2	17709594	19698289	LL
results/06_tiger/lib72_MappedOn_tair10	3	1	11106228	LL
results/06_tiger/lib72_MappedOn_tair10	3	11106273	19579673	CL
results/06_tiger/lib72_MappedOn_tair10	3	19579776	23459830	LL
results/06_tiger/lib73_MappedOn_tair10	5	1	8991411	LL
results/06_tiger/lib73_MappedOn_tair10	5	8992363	20942757	CL
results/06_tiger/lib73_MappedOn_tair10	5	20943406	26975502	LL
results/06_tiger/lib74_MappedOn_tair10	1	1	13050741	CC
results/06_tiger/lib74_MappedOn_tair10	1	13050968	24499061	CL
results/06_tiger/lib74_MappedOn_tair10	1	24499381	30427671	CC
results/06_tiger/lib75_MappedOn_tair10	1	1	10015247	LL
results/06_tiger/lib75_MappedOn_tair10	1	10015388	10703563	CL
results/06_tiger/lib75_MappedOn_tair10	1	10704356	16133182	LL
results/06_tiger/lib78_MappedOn_tair10	3	1	3254469	LL
results/06_tiger/lib78_MappedOn_tair10	3	3279079	7631483	CL
results/06_tiger/lib78_MappedOn_tair10	3	7631723	16239340	LL
results/06_tiger/lib80_MappedOn_tair10	5	1	1705045	LL
results/06_tiger/lib80_MappedOn_tair10	5	1706021	16141335	CL
results/06_tiger/lib80_MappedOn_tair10	5	16141369	17183648	LL
results/06_tiger/lib81_MappedOn_tair10	1	1	6061846	CC
results/06_tiger/lib81_MappedOn_tair10	1	6063725	22073670	CL
results/06_tiger/lib81_MappedOn_tair10	1	22073777	30427671	CC
results/06_tiger/lib81_MappedOn_tair10	5	1	6443354	CC
results/06_tiger/lib81_MappedOn_tair10	5	6445091	26471403	CL
results/06_tiger/lib81_MappedOn_tair10	5	26471525	26975502	CC
results/06_tiger/lib89_MappedOn_tair10	2	1	1664984	LL
results/06_tiger/lib89_MappedOn_tair10	2	1666651	10215457	CL
results/06_tiger/lib89_MappedOn_tair10	2	10215556	19698289	LL
results/06_tiger/lib9_MappedOn_tair10	4	93119	1024850	CC
results/06_tiger/lib9_MappedOn_tair10	4	1027159	15454438	CL
results/06_tiger/lib9_MappedOn_tair10	4	15460487	18585056	CC
results/06_tiger/lib93_MappedOn_tair10	1	10173151	12516681	LL
results/06_tiger/lib93_MappedOn_tair10	1	12517198	23693700	CL
results/06_tiger/lib93_MappedOn_tair10	1	23694410	30427671	LL
results/06_tiger/lib93_MappedOn_tair10	4	1	4800812	CC
results/06_tiger/lib93_MappedOn_tair10	4	4801016	18252525	CL
results/06_tiger/lib93_MappedOn_tair10	4	18253892	18585056	CC
results/06_tiger/lib95_MappedOn_tair10	1	1	1101169	CC
results/06_tiger/lib95_MappedOn_tair10	1	1102314	10851130	CL
results/06_tiger/lib95_MappedOn_tair10	1	10851439	30427671	CC
results/06_tiger/lib95_MappedOn_tair10	4	1	5985984	LL
results/06_tiger/lib95_MappedOn_tair10	4	5986002	11561162	CL
results/06_tiger/lib95_MappedOn_tair10	4	11561725	18585056	LL
