lib	chr	start	end	gt
results/06_tiger/lib25_MappedOn_tair10	1	9996391	19333673	LL
results/06_tiger/lib25_MappedOn_tair10	5	7672156	10637741	CC
results/06_tiger/lib25_MappedOn_tair10	5	10638075	22993263	CL
results/06_tiger/lib25_MappedOn_tair10	5	22994077	26975502	CC
results/06_tiger/lib26_MappedOn_tair10	4	6049231	14841594	LL
results/06_tiger/lib26_MappedOn_tair10	4	14841904	17681873	CL
results/06_tiger/lib26_MappedOn_tair10	4	17682244	18585056	LL
results/06_tiger/lib28_MappedOn_tair10	1	1	10137520	LL
results/06_tiger/lib28_MappedOn_tair10	1	10137769	29229860	CL
results/06_tiger/lib28_MappedOn_tair10	1	29231415	30427671	LL
results/06_tiger/lib29_MappedOn_tair10	5	1	254952	LL
results/06_tiger/lib29_MappedOn_tair10	5	255464	18274764	CL
results/06_tiger/lib29_MappedOn_tair10	5	18275368	26975502	LL
results/06_tiger/lib34_MappedOn_tair10	5	1	5952045	CC
results/06_tiger/lib34_MappedOn_tair10	5	5952316	16587292	CL
results/06_tiger/lib34_MappedOn_tair10	5	16587796	26975502	CC
results/06_tiger/lib35_MappedOn_tair10	1	1	10747326	LL
results/06_tiger/lib35_MappedOn_tair10	1	10747554	17400640	CL
results/06_tiger/lib35_MappedOn_tair10	1	17400924	30427671	LL
results/06_tiger/lib36_MappedOn_tair10	4	1	6067142	LL
results/06_tiger/lib36_MappedOn_tair10	4	6067158	15861312	CL
results/06_tiger/lib36_MappedOn_tair10	4	15861705	18585056	LL
results/06_tiger/lib37_MappedOn_tair10	1	1	12973182	LL
results/06_tiger/lib37_MappedOn_tair10	1	12973334	23294536	CL
results/06_tiger/lib37_MappedOn_tair10	1	23294647	30427671	LL
results/06_tiger/lib38_MappedOn_tair10	1	2240010	12491891	CC
results/06_tiger/lib38_MappedOn_tair10	1	12494889	20786530	CL
results/06_tiger/lib38_MappedOn_tair10	1	20786755	30427671	CC
results/06_tiger/lib38_MappedOn_tair10	3	1	4774721	CC
results/06_tiger/lib38_MappedOn_tair10	3	4774739	20376983	CL
results/06_tiger/lib38_MappedOn_tair10	3	20377333	23459830	CC
results/06_tiger/lib38_MappedOn_tair10	4	1	1190784	LL
results/06_tiger/lib38_MappedOn_tair10	4	1191219	17531029	CL
results/06_tiger/lib38_MappedOn_tair10	4	17531934	18585056	LL
results/06_tiger/lib42_MappedOn_tair10	1	6898729	19436905	LL
results/06_tiger/lib42_MappedOn_tair10	1	19436929	26436596	CL
results/06_tiger/lib42_MappedOn_tair10	1	26437188	30427671	LL
results/06_tiger/lib42_MappedOn_tair10	5	1	735033	CC
results/06_tiger/lib42_MappedOn_tair10	5	735161	17926497	CL
results/06_tiger/lib42_MappedOn_tair10	5	17926591	26975502	CC
results/06_tiger/lib49_MappedOn_tair10	1	1	17378842	CC
results/06_tiger/lib49_MappedOn_tair10	1	17379108	27660275	CL
results/06_tiger/lib49_MappedOn_tair10	1	27661065	30427671	CC
results/06_tiger/lib52_MappedOn_tair10	1	17867406	19491892	CC
results/06_tiger/lib52_MappedOn_tair10	1	19492662	24213495	CL
results/06_tiger/lib52_MappedOn_tair10	1	24213679	30427671	CC
results/06_tiger/lib52_MappedOn_tair10	4	1	1113957	LL
results/06_tiger/lib52_MappedOn_tair10	4	1114073	12224035	CL
results/06_tiger/lib52_MappedOn_tair10	4	12225392	18585056	LL
results/06_tiger/lib54_MappedOn_tair10	1	1	7474432	CC
results/06_tiger/lib54_MappedOn_tair10	1	7474695	18354603	CL
results/06_tiger/lib54_MappedOn_tair10	1	18355379	22275069	CC
results/06_tiger/lib54_MappedOn_tair10	4	1	5417041	CC
results/06_tiger/lib54_MappedOn_tair10	4	5419080	17662952	CL
results/06_tiger/lib54_MappedOn_tair10	4	17665010	18585056	CC
results/06_tiger/lib59_MappedOn_tair10	1	1	9808212	CC
results/06_tiger/lib59_MappedOn_tair10	1	9808270	13058195	CL
results/06_tiger/lib59_MappedOn_tair10	1	13058524	30427671	CC
results/06_tiger/lib63_MappedOn_tair10	1	1	13279246	LL
results/06_tiger/lib63_MappedOn_tair10	1	13279380	25531765	CL
results/06_tiger/lib63_MappedOn_tair10	1	25539380	30427671	LL
results/06_tiger/lib64_MappedOn_tair10	4	1	7486939	CC
results/06_tiger/lib64_MappedOn_tair10	4	7487008	16705884	CL
results/06_tiger/lib64_MappedOn_tair10	4	16708653	18585056	CC
results/06_tiger/lib65_MappedOn_tair10	2	5935892	13102931	CC
results/06_tiger/lib65_MappedOn_tair10	2	13103013	16705595	CL
results/06_tiger/lib65_MappedOn_tair10	2	16705716	19698289	CC
results/06_tiger/lib68_MappedOn_tair10	2	1	1261400	LL
results/06_tiger/lib68_MappedOn_tair10	2	1262045	15515610	CL
results/06_tiger/lib68_MappedOn_tair10	2	15515736	16270761	LL
results/06_tiger/lib69_MappedOn_tair10	1	1	4389424	CC
results/06_tiger/lib69_MappedOn_tair10	1	4389554	24166125	CL
results/06_tiger/lib69_MappedOn_tair10	1	24166438	30427671	CC
results/06_tiger/lib71_MappedOn_tair10	3	5265227	10710122	LL
results/06_tiger/lib71_MappedOn_tair10	3	10710248	19060023	CL
results/06_tiger/lib71_MappedOn_tair10	3	19064404	20295805	LL
results/06_tiger/lib71_MappedOn_tair10	5	1	3627249	LL
results/06_tiger/lib71_MappedOn_tair10	5	3628427	15246287	CL
results/06_tiger/lib71_MappedOn_tair10	5	15246981	21321221	LL
results/06_tiger/lib74_MappedOn_tair10	2	1	6347419	CC
results/06_tiger/lib74_MappedOn_tair10	2	6348712	18339732	CL
results/06_tiger/lib74_MappedOn_tair10	2	18340141	19698289	CC
results/06_tiger/lib76_MappedOn_tair10	3	1	10470861	CC
results/06_tiger/lib76_MappedOn_tair10	3	10471124	22633055	CL
results/06_tiger/lib76_MappedOn_tair10	3	22636336	23459830	CC
results/06_tiger/lib8_MappedOn_tair10	3	3045752	8174775	LL
results/06_tiger/lib8_MappedOn_tair10	3	8174917	15668020	CL
results/06_tiger/lib8_MappedOn_tair10	3	15668218	23459830	LL
results/06_tiger/lib82_MappedOn_tair10	1	3639596	12182323	LL
results/06_tiger/lib82_MappedOn_tair10	1	12182462	25549775	CL
results/06_tiger/lib82_MappedOn_tair10	1	25550178	30427671	LL
results/06_tiger/lib84_MappedOn_tair10	3	11270326	14929745	LL
results/06_tiger/lib84_MappedOn_tair10	3	14929808	20524957	CL
results/06_tiger/lib84_MappedOn_tair10	3	20525845	23459830	LL
results/06_tiger/lib88_MappedOn_tair10	1	3550904	8153513	LL
results/06_tiger/lib88_MappedOn_tair10	1	8153607	25783591	CL
results/06_tiger/lib88_MappedOn_tair10	1	25783650	29783698	LL
results/06_tiger/lib89_MappedOn_tair10	3	1	1224453	CC
results/06_tiger/lib89_MappedOn_tair10	3	1224702	15958280	CL
results/06_tiger/lib89_MappedOn_tair10	3	15960044	23459830	CC
results/06_tiger/lib9_MappedOn_tair10	3	1	2390461	CC
results/06_tiger/lib9_MappedOn_tair10	3	2392446	11299843	CL
results/06_tiger/lib9_MappedOn_tair10	3	11310814	14940974	CC
results/06_tiger/lib90_MappedOn_tair10	3	1	10655754	CC
results/06_tiger/lib90_MappedOn_tair10	3	10656122	21056599	CL
results/06_tiger/lib90_MappedOn_tair10	3	21057232	23459830	CC
results/06_tiger/lib94_MappedOn_tair10	1	1	10374128	CC
results/06_tiger/lib94_MappedOn_tair10	1	10374216	17015169	CL
results/06_tiger/lib94_MappedOn_tair10	1	17016404	26555868	CC
