lib	chr	start	end	gt
results/06_tiger/lib62_MappedOn_tair10	1	1552210	18249122	CL
results/06_tiger/lib62_MappedOn_tair10	1	18249162	30427671	LL
results/06_tiger/lib65_MappedOn_tair10	1	1	4529508	CC
results/06_tiger/lib65_MappedOn_tair10	1	4530451	12303361	CL
results/06_tiger/lib65_MappedOn_tair10	1	12303719	18137672	CC
results/06_tiger/lib65_MappedOn_tair10	5	1	14064198	LL
results/06_tiger/lib65_MappedOn_tair10	5	14064292	25030334	CL
results/06_tiger/lib65_MappedOn_tair10	5	25032814	26975502	LL
results/06_tiger/lib7_MappedOn_tair10	5	1	8676685	CC
results/06_tiger/lib7_MappedOn_tair10	5	8677442	10611796	CL
results/06_tiger/lib7_MappedOn_tair10	5	10612053	26975502	CC
results/06_tiger/lib72_MappedOn_tair10	1	11282499	12233379	CC
results/06_tiger/lib72_MappedOn_tair10	1	12233707	29578939	CL
results/06_tiger/lib72_MappedOn_tair10	1	29579904	30427671	CC
results/06_tiger/lib74_MappedOn_tair10	3	1	10045918	LL
results/06_tiger/lib74_MappedOn_tair10	3	10046302	20593237	CL
results/06_tiger/lib74_MappedOn_tair10	3	20593238	23459830	LL
results/06_tiger/lib74_MappedOn_tair10	5	1	2609253	CC
results/06_tiger/lib74_MappedOn_tair10	5	2610138	15654490	CL
results/06_tiger/lib74_MappedOn_tair10	5	15654748	21804982	CC
results/06_tiger/lib77_MappedOn_tair10	1	1	1842417	LL
results/06_tiger/lib77_MappedOn_tair10	1	1843937	7349392	CL
results/06_tiger/lib77_MappedOn_tair10	1	7349919	30427671	LL
results/06_tiger/lib78_MappedOn_tair10	1	1	11781411	CC
results/06_tiger/lib78_MappedOn_tair10	1	11782368	17101550	CL
results/06_tiger/lib78_MappedOn_tair10	1	17102884	28707111	CC
results/06_tiger/lib78_MappedOn_tair10	2	1933575	7571165	LL
results/06_tiger/lib78_MappedOn_tair10	2	7571188	15125739	CL
results/06_tiger/lib78_MappedOn_tair10	2	15125984	19698289	LL
results/06_tiger/lib82_MappedOn_tair10	3	1	1753277	LL
results/06_tiger/lib82_MappedOn_tair10	3	1753832	16253226	CL
results/06_tiger/lib82_MappedOn_tair10	3	16253243	23459830	LL
results/06_tiger/lib83_MappedOn_tair10	3	1	1949442	CC
results/06_tiger/lib83_MappedOn_tair10	3	1950701	22204311	CL
results/06_tiger/lib83_MappedOn_tair10	3	22204998	23459830	CC
results/06_tiger/lib84_MappedOn_tair10	1	12637977	23162227	LL
results/06_tiger/lib84_MappedOn_tair10	1	23162243	28455290	CL
results/06_tiger/lib84_MappedOn_tair10	1	28455409	30427671	LL
results/06_tiger/lib89_MappedOn_tair10	2	1	2177366	LL
results/06_tiger/lib89_MappedOn_tair10	2	2181177	10574759	CL
results/06_tiger/lib89_MappedOn_tair10	2	10576322	19698289	LL
results/06_tiger/lib89_MappedOn_tair10	5	1	7268151	CC
results/06_tiger/lib89_MappedOn_tair10	5	7268977	18714381	CL
results/06_tiger/lib89_MappedOn_tair10	5	18715390	26975502	CC
results/06_tiger/lib91_MappedOn_tair10	2	611833	5909366	LL
results/06_tiger/lib91_MappedOn_tair10	2	5909423	10837241	CL
results/06_tiger/lib91_MappedOn_tair10	2	10837473	19698289	LL
results/06_tiger/lib91_MappedOn_tair10	5	1	2906942	LL
results/06_tiger/lib91_MappedOn_tair10	5	2910749	16594401	CL
results/06_tiger/lib91_MappedOn_tair10	5	16594775	26975502	LL
results/06_tiger/lib93_MappedOn_tair10	3	1	3313287	CC
results/06_tiger/lib93_MappedOn_tair10	3	3313590	11907463	CL
results/06_tiger/lib93_MappedOn_tair10	3	11908101	23459830	CC
results/06_tiger/lib93_MappedOn_tair10	5	1	575995	CC
results/06_tiger/lib93_MappedOn_tair10	5	576184	16594066	CL
results/06_tiger/lib93_MappedOn_tair10	5	16594171	26975502	CC
results/06_tiger/lib94_MappedOn_tair10	1	9019615	12936390	LL
results/06_tiger/lib94_MappedOn_tair10	1	12936865	28586256	CL
results/06_tiger/lib94_MappedOn_tair10	1	28586563	30427671	LL
results/06_tiger/lib94_MappedOn_tair10	2	1	2323898	CC
results/06_tiger/lib94_MappedOn_tair10	2	2324352	12243543	CL
results/06_tiger/lib94_MappedOn_tair10	2	12243744	19698289	CC
results/06_tiger/lib96_MappedOn_tair10	1	1	850465	CC
results/06_tiger/lib96_MappedOn_tair10	1	858097	20956501	CL
results/06_tiger/lib96_MappedOn_tair10	1	20956890	30427671	CC
