lib	chr	start	end	gt
results/06_tiger/lib68_MappedOn_tair10	1	1	8341218	CC
results/06_tiger/lib68_MappedOn_tair10	1	8342139	28190128	CL
results/06_tiger/lib68_MappedOn_tair10	1	28191967	30427671	CC
results/06_tiger/lib68_MappedOn_tair10	5	1	9935521	CC
results/06_tiger/lib68_MappedOn_tair10	5	9936108	21622137	CL
results/06_tiger/lib68_MappedOn_tair10	5	21622468	26975502	CC
results/06_tiger/lib69_MappedOn_tair10	5	1	3824879	CC
results/06_tiger/lib69_MappedOn_tair10	5	3827584	8775562	CL
results/06_tiger/lib69_MappedOn_tair10	5	8777233	20215510	CC
results/06_tiger/lib7_MappedOn_tair10	5	1	462161	CC
results/06_tiger/lib7_MappedOn_tair10	5	462909	4624846	CL
results/06_tiger/lib7_MappedOn_tair10	5	4625421	21619340	CC
results/06_tiger/lib70_MappedOn_tair10	4	1	5738274	CC
results/06_tiger/lib70_MappedOn_tair10	4	5738403	10930810	CL
results/06_tiger/lib70_MappedOn_tair10	4	10931158	13967553	CC
results/06_tiger/lib70_MappedOn_tair10	5	1	1002783	CC
results/06_tiger/lib70_MappedOn_tair10	5	1002894	9031776	CL
results/06_tiger/lib70_MappedOn_tair10	5	9034693	22235246	CC
results/06_tiger/lib71_MappedOn_tair10	3	1	8047323	LL
results/06_tiger/lib71_MappedOn_tair10	3	8047448	20764968	CL
results/06_tiger/lib71_MappedOn_tair10	3	20765174	23459830	LL
results/06_tiger/lib71_MappedOn_tair10	5	1	9470946	CC
results/06_tiger/lib71_MappedOn_tair10	5	9471138	16611366	CL
results/06_tiger/lib71_MappedOn_tair10	5	16611838	26975502	CC
results/06_tiger/lib72_MappedOn_tair10	5	1	7845698	LL
results/06_tiger/lib72_MappedOn_tair10	5	7845824	21266002	CL
results/06_tiger/lib72_MappedOn_tair10	5	21267116	26975502	LL
results/06_tiger/lib75_MappedOn_tair10	3	1	7301733	LL
results/06_tiger/lib75_MappedOn_tair10	3	7303506	15559676	CL
results/06_tiger/lib75_MappedOn_tair10	3	15560201	23459830	LL
results/06_tiger/lib76_MappedOn_tair10	1	1	16798509	CC
results/06_tiger/lib76_MappedOn_tair10	1	16798738	27534593	CL
results/06_tiger/lib76_MappedOn_tair10	1	27534884	30427671	CC
results/06_tiger/lib78_MappedOn_tair10	3	1	1845347	LL
results/06_tiger/lib78_MappedOn_tair10	3	1845467	10173519	CL
results/06_tiger/lib78_MappedOn_tair10	3	10173848	21871645	LL
results/06_tiger/lib82_MappedOn_tair10	2	6034289	9908444	LL
results/06_tiger/lib82_MappedOn_tair10	2	9908718	17696367	CL
results/06_tiger/lib82_MappedOn_tair10	2	17696411	19698289	LL
results/06_tiger/lib84_MappedOn_tair10	2	1	8717731	CC
results/06_tiger/lib84_MappedOn_tair10	2	8718830	12423071	CL
results/06_tiger/lib84_MappedOn_tair10	2	12423875	19698289	CC
results/06_tiger/lib84_MappedOn_tair10	4	1	853991	LL
results/06_tiger/lib84_MappedOn_tair10	4	855491	18465017	CL
results/06_tiger/lib84_MappedOn_tair10	4	18465274	18585056	LL
results/06_tiger/lib85_MappedOn_tair10	3	1	11249505	LL
results/06_tiger/lib85_MappedOn_tair10	3	11249846	23290090	CL
results/06_tiger/lib85_MappedOn_tair10	3	23290413	23459830	LL
results/06_tiger/lib89_MappedOn_tair10	4	1	41777	LL
results/06_tiger/lib89_MappedOn_tair10	4	41859	14445204	CL
results/06_tiger/lib89_MappedOn_tair10	4	14448701	18585056	LL
results/06_tiger/lib9_MappedOn_tair10	1	1	8031695	CC
results/06_tiger/lib9_MappedOn_tair10	1	8033112	22932869	CL
results/06_tiger/lib9_MappedOn_tair10	1	22933166	30427671	CC
results/06_tiger/lib9_MappedOn_tair10	3	7334901	18752897	LL
results/06_tiger/lib9_MappedOn_tair10	3	18753349	22634992	CL
results/06_tiger/lib9_MappedOn_tair10	3	22636336	23459830	LL
results/06_tiger/lib91_MappedOn_tair10	3	1231946	10952521	LL
results/06_tiger/lib91_MappedOn_tair10	3	10952551	21639679	CL
results/06_tiger/lib91_MappedOn_tair10	3	21639875	23459830	LL
results/06_tiger/lib92_MappedOn_tair10	5	7794002	10284498	CC
results/06_tiger/lib92_MappedOn_tair10	5	10285509	26038760	CL
results/06_tiger/lib92_MappedOn_tair10	5	26039168	26975502	CC
results/06_tiger/lib95_MappedOn_tair10	2	1	10177602	CC
results/06_tiger/lib95_MappedOn_tair10	2	10178192	18603336	CL
results/06_tiger/lib95_MappedOn_tair10	2	18603369	19698289	CC
results/06_tiger/lib96_MappedOn_tair10	2	1	2310652	LL
results/06_tiger/lib96_MappedOn_tair10	2	2310732	18566794	CL
results/06_tiger/lib96_MappedOn_tair10	2	18567815	19698289	LL
