lib	chr	start	end	gt
results/06_tiger/lib36_MappedOn_tair10	4	1	6738331	CC
results/06_tiger/lib36_MappedOn_tair10	4	6739803	16862622	CL
results/06_tiger/lib36_MappedOn_tair10	4	16863014	18585056	CC
results/06_tiger/lib37_MappedOn_tair10	1	549671	20267629	LL
results/06_tiger/lib37_MappedOn_tair10	1	20272327	24629210	CL
results/06_tiger/lib37_MappedOn_tair10	1	24630452	30427671	LL
results/06_tiger/lib38_MappedOn_tair10	1	1	1204549	CC
results/06_tiger/lib38_MappedOn_tair10	1	1206132	13117589	CL
results/06_tiger/lib38_MappedOn_tair10	1	13117647	25550178	CC
results/06_tiger/lib39_MappedOn_tair10	2	1	3188097	CC
results/06_tiger/lib39_MappedOn_tair10	2	4307902	10810865	CL
results/06_tiger/lib39_MappedOn_tair10	2	10812956	19698289	CC
results/06_tiger/lib40_MappedOn_tair10	5	1376225	9208452	CC
results/06_tiger/lib40_MappedOn_tair10	5	9209122	26351608	CL
results/06_tiger/lib40_MappedOn_tair10	5	26351670	26975502	CC
results/06_tiger/lib42_MappedOn_tair10	5	1	10164720	CC
results/06_tiger/lib42_MappedOn_tair10	5	10164943	22390720	CL
results/06_tiger/lib42_MappedOn_tair10	5	22390845	26975502	CC
results/06_tiger/lib43_MappedOn_tair10	5	9278608	14315124	CC
results/06_tiger/lib43_MappedOn_tair10	5	14316600	23914653	CL
results/06_tiger/lib43_MappedOn_tair10	5	23915459	26975502	CC
results/06_tiger/lib46_MappedOn_tair10	5	1	13470581	CC
results/06_tiger/lib46_MappedOn_tair10	5	13470955	22090314	CL
results/06_tiger/lib46_MappedOn_tair10	5	22091266	26975502	CC
results/06_tiger/lib47_MappedOn_tair10	5	1	9269446	CC
results/06_tiger/lib47_MappedOn_tair10	5	9269851	25137433	CL
results/06_tiger/lib47_MappedOn_tair10	5	25138445	26975502	CC
results/06_tiger/lib49_MappedOn_tair10	2	429326	1641150	LL
results/06_tiger/lib49_MappedOn_tair10	2	1641213	19096844	CL
results/06_tiger/lib49_MappedOn_tair10	2	19098525	19698289	LL
results/06_tiger/lib5_MappedOn_tair10	1	13700857	16705466	CC
results/06_tiger/lib5_MappedOn_tair10	1	16705799	22897235	CL
results/06_tiger/lib5_MappedOn_tair10	1	22898487	30427671	CC
results/06_tiger/lib52_MappedOn_tair10	5	729475	5616713	LL
results/06_tiger/lib52_MappedOn_tair10	5	5617255	16577699	CL
results/06_tiger/lib52_MappedOn_tair10	5	16578111	26975502	LL
results/06_tiger/lib53_MappedOn_tair10	1	1	2390279	LL
results/06_tiger/lib53_MappedOn_tair10	1	2390309	23789319	CL
results/06_tiger/lib53_MappedOn_tair10	1	23789440	30427671	LL
results/06_tiger/lib56_MappedOn_tair10	3	1	458650	CC
results/06_tiger/lib56_MappedOn_tair10	3	458740	10895234	CL
results/06_tiger/lib56_MappedOn_tair10	3	10895349	23459830	CC
results/06_tiger/lib57_MappedOn_tair10	4	1	193761	LL
results/06_tiger/lib57_MappedOn_tair10	4	194455	16447855	CL
results/06_tiger/lib57_MappedOn_tair10	4	16451265	17460781	LL
results/06_tiger/lib57_MappedOn_tair10	5	1	1269487	LL
results/06_tiger/lib57_MappedOn_tair10	5	1269796	15790164	CL
results/06_tiger/lib57_MappedOn_tair10	5	15790704	26975502	LL
results/06_tiger/lib6_MappedOn_tair10	5	1	13615722	CC
results/06_tiger/lib6_MappedOn_tair10	5	13615873	22283293	CL
results/06_tiger/lib6_MappedOn_tair10	5	22283389	26975502	CC
results/06_tiger/lib63_MappedOn_tair10	1	738655	11265161	CC
results/06_tiger/lib63_MappedOn_tair10	1	11265575	29742565	CL
results/06_tiger/lib63_MappedOn_tair10	1	29742718	30427671	CC
results/06_tiger/lib63_MappedOn_tair10	5	1	2299994	CC
results/06_tiger/lib63_MappedOn_tair10	5	2300679	14717569	CL
results/06_tiger/lib63_MappedOn_tair10	5	14717912	25283856	CC
results/06_tiger/lib66_MappedOn_tair10	1	1	658067	CC
results/06_tiger/lib66_MappedOn_tair10	1	658269	8180027	CL
results/06_tiger/lib66_MappedOn_tair10	1	8180557	28600721	CC
results/06_tiger/lib69_MappedOn_tair10	2	1	612081	CC
results/06_tiger/lib69_MappedOn_tair10	2	613590	18463587	CL
results/06_tiger/lib69_MappedOn_tair10	2	18464009	19698289	CC
results/06_tiger/lib71_MappedOn_tair10	2	1	163704	LL
results/06_tiger/lib71_MappedOn_tair10	2	164100	11516380	CL
results/06_tiger/lib71_MappedOn_tair10	2	11516861	19332652	LL
results/06_tiger/lib77_MappedOn_tair10	5	358762	4407466	CC
results/06_tiger/lib77_MappedOn_tair10	5	4410405	14976840	CL
results/06_tiger/lib77_MappedOn_tair10	5	14976912	26975502	CC
results/06_tiger/lib79_MappedOn_tair10	1	1	1712117	CC
results/06_tiger/lib79_MappedOn_tair10	1	1715676	24854969	CL
results/06_tiger/lib79_MappedOn_tair10	1	24854989	30427671	CC
results/06_tiger/lib79_MappedOn_tair10	5	1	4767065	LL
results/06_tiger/lib79_MappedOn_tair10	5	4767463	9644436	CL
results/06_tiger/lib79_MappedOn_tair10	5	9644626	18800097	LL
results/06_tiger/lib81_MappedOn_tair10	4	1	890508	LL
results/06_tiger/lib81_MappedOn_tair10	4	891384	9767791	CL
results/06_tiger/lib81_MappedOn_tair10	4	9768643	18585056	LL
results/06_tiger/lib85_MappedOn_tair10	5	1	445728	CC
results/06_tiger/lib85_MappedOn_tair10	5	446055	1912351	CL
results/06_tiger/lib85_MappedOn_tair10	5	1917207	26975502	CC
results/06_tiger/lib86_MappedOn_tair10	4	119731	5370443	LL
results/06_tiger/lib86_MappedOn_tair10	4	5370652	11760276	CL
results/06_tiger/lib86_MappedOn_tair10	4	11760852	18585056	LL
results/06_tiger/lib90_MappedOn_tair10	3	1433139	4788047	CC
results/06_tiger/lib90_MappedOn_tair10	3	4788703	18751617	CL
results/06_tiger/lib90_MappedOn_tair10	3	18752006	22199576	CC
results/06_tiger/lib95_MappedOn_tair10	2	1	1134935	CC
results/06_tiger/lib95_MappedOn_tair10	2	1135042	13269644	CL
results/06_tiger/lib95_MappedOn_tair10	2	13273642	18532471	CC
