lib	chr	start	end	gt
results/06_tiger/lib39_MappedOn_tair10	1	7174610	8941678	CL
results/06_tiger/lib39_MappedOn_tair10	1	8941903	30427671	CC
results/06_tiger/lib4_MappedOn_tair10	1	1	7118491	CC
results/06_tiger/lib4_MappedOn_tair10	1	7120370	18364561	CL
results/06_tiger/lib4_MappedOn_tair10	1	18365892	30427671	CC
results/06_tiger/lib40_MappedOn_tair10	1	1	1636129	LL
results/06_tiger/lib40_MappedOn_tair10	1	1638242	22782428	CL
results/06_tiger/lib40_MappedOn_tair10	1	22783568	30427671	LL
results/06_tiger/lib40_MappedOn_tair10	5	1	2630662	LL
results/06_tiger/lib40_MappedOn_tair10	5	2630815	26505939	CL
results/06_tiger/lib40_MappedOn_tair10	5	26506415	26975502	LL
results/06_tiger/lib46_MappedOn_tair10	3	1	9904097	CC
results/06_tiger/lib46_MappedOn_tair10	3	9904514	17401475	CL
results/06_tiger/lib46_MappedOn_tair10	3	17401779	19986782	CC
results/06_tiger/lib48_MappedOn_tair10	3	1	5135037	CC
results/06_tiger/lib48_MappedOn_tair10	3	5142262	9168089	CL
results/06_tiger/lib48_MappedOn_tair10	3	9168628	15971441	CC
results/06_tiger/lib5_MappedOn_tair10	1	1	6772739	CC
results/06_tiger/lib5_MappedOn_tair10	1	6773774	28651893	CL
results/06_tiger/lib5_MappedOn_tair10	1	28707111	30427671	CC
results/06_tiger/lib51_MappedOn_tair10	4	1	5386905	LL
results/06_tiger/lib51_MappedOn_tair10	4	5386999	17738957	CL
results/06_tiger/lib51_MappedOn_tair10	4	17739728	18585056	LL
results/06_tiger/lib51_MappedOn_tair10	5	1	364125	CC
results/06_tiger/lib51_MappedOn_tair10	5	364651	15759844	CL
results/06_tiger/lib51_MappedOn_tair10	5	15759946	26975502	CC
results/06_tiger/lib52_MappedOn_tair10	2	1	179750	LL
results/06_tiger/lib52_MappedOn_tair10	2	179823	11777516	CL
results/06_tiger/lib52_MappedOn_tair10	2	11777616	19698289	LL
results/06_tiger/lib55_MappedOn_tair10	3	1	9215529	CC
results/06_tiger/lib55_MappedOn_tair10	3	9216876	20072455	CL
results/06_tiger/lib55_MappedOn_tair10	3	20073157	23459830	CC
results/06_tiger/lib56_MappedOn_tair10	1	1	624717	LL
results/06_tiger/lib56_MappedOn_tair10	1	625021	23460129	CL
results/06_tiger/lib56_MappedOn_tair10	1	23461440	30427671	LL
results/06_tiger/lib58_MappedOn_tair10	1	1	13258184	CC
results/06_tiger/lib58_MappedOn_tair10	1	13258230	29498689	CL
results/06_tiger/lib58_MappedOn_tair10	1	29498971	30427671	CC
results/06_tiger/lib58_MappedOn_tair10	3	1	1923274	LL
results/06_tiger/lib58_MappedOn_tair10	3	1923571	16953563	CL
results/06_tiger/lib58_MappedOn_tair10	3	16954032	23459830	LL
results/06_tiger/lib6_MappedOn_tair10	5	1872781	2367234	LL
results/06_tiger/lib6_MappedOn_tair10	5	2367483	16842379	CL
results/06_tiger/lib6_MappedOn_tair10	5	16842897	26975502	LL
results/06_tiger/lib67_MappedOn_tair10	1	1	18912214	LL
results/06_tiger/lib67_MappedOn_tair10	1	18913201	28415902	CL
results/06_tiger/lib67_MappedOn_tair10	1	28416013	30427671	LL
results/06_tiger/lib67_MappedOn_tair10	3	1	7932884	CC
results/06_tiger/lib67_MappedOn_tair10	3	7933177	18070553	CL
results/06_tiger/lib67_MappedOn_tair10	3	18070648	23459830	CC
results/06_tiger/lib69_MappedOn_tair10	5	1	5009848	LL
results/06_tiger/lib69_MappedOn_tair10	5	5010089	16663275	CL
results/06_tiger/lib69_MappedOn_tair10	5	16665406	18484721	LL
results/06_tiger/lib7_MappedOn_tair10	4	1	119280	CC
results/06_tiger/lib7_MappedOn_tair10	4	119731	17229322	CL
results/06_tiger/lib7_MappedOn_tair10	4	17230031	18585056	CC
results/06_tiger/lib73_MappedOn_tair10	1	8225799	16265633	LL
results/06_tiger/lib73_MappedOn_tair10	1	16266209	28921564	CL
results/06_tiger/lib73_MappedOn_tair10	1	28922256	30427671	LL
results/06_tiger/lib73_MappedOn_tair10	5	1	2444535	LL
results/06_tiger/lib73_MappedOn_tair10	5	2445031	21868070	CL
results/06_tiger/lib73_MappedOn_tair10	5	21868801	26975502	LL
results/06_tiger/lib75_MappedOn_tair10	1	1	8548974	CC
results/06_tiger/lib75_MappedOn_tair10	1	8549074	17856825	CL
results/06_tiger/lib75_MappedOn_tair10	1	17857859	30427671	CC
results/06_tiger/lib8_MappedOn_tair10	5	1	4158621	CC
results/06_tiger/lib8_MappedOn_tair10	5	4159259	26245196	CL
results/06_tiger/lib8_MappedOn_tair10	5	26245810	26975502	CC
results/06_tiger/lib81_MappedOn_tair10	3	1	1177533	LL
results/06_tiger/lib81_MappedOn_tair10	3	1177790	4377061	CL
results/06_tiger/lib81_MappedOn_tair10	3	4377450	17550449	LL
results/06_tiger/lib81_MappedOn_tair10	4	1	5848175	LL
results/06_tiger/lib81_MappedOn_tair10	4	5849120	17782455	CL
results/06_tiger/lib81_MappedOn_tair10	4	17785282	18585056	LL
results/06_tiger/lib81_MappedOn_tair10	5	1	13879924	LL
results/06_tiger/lib81_MappedOn_tair10	5	13880021	15421114	CL
results/06_tiger/lib81_MappedOn_tair10	5	15421321	26975502	LL
results/06_tiger/lib83_MappedOn_tair10	4	1	5365607	CC
results/06_tiger/lib83_MappedOn_tair10	4	5365831	16918514	CL
results/06_tiger/lib83_MappedOn_tair10	4	16918607	18585056	CC
results/06_tiger/lib83_MappedOn_tair10	5	2325505	17840009	LL
results/06_tiger/lib83_MappedOn_tair10	5	17840636	26885612	CL
results/06_tiger/lib83_MappedOn_tair10	5	26886524	26975502	LL
results/06_tiger/lib87_MappedOn_tair10	2	1	6467123	LL
results/06_tiger/lib87_MappedOn_tair10	2	6467289	16291240	CL
results/06_tiger/lib87_MappedOn_tair10	2	16292215	19698289	LL
results/06_tiger/lib88_MappedOn_tair10	5	1	8659332	LL
results/06_tiger/lib88_MappedOn_tair10	5	8659780	16644193	CL
results/06_tiger/lib88_MappedOn_tair10	5	16644427	26975502	LL
results/06_tiger/lib89_MappedOn_tair10	1	3580185	16137863	CC
results/06_tiger/lib89_MappedOn_tair10	1	16138078	23863264	CL
results/06_tiger/lib89_MappedOn_tair10	1	23865339	30427671	CC
results/06_tiger/lib9_MappedOn_tair10	1	1	1977308	LL
results/06_tiger/lib9_MappedOn_tair10	1	1977945	11863177	CL
results/06_tiger/lib9_MappedOn_tair10	1	11864161	30427671	LL
results/06_tiger/lib9_MappedOn_tair10	3	3254469	4789061	CC
results/06_tiger/lib9_MappedOn_tair10	3	4789432	7845128	CL
results/06_tiger/lib9_MappedOn_tair10	3	7864457	21453235	CC
results/06_tiger/lib9_MappedOn_tair10	5	1	6224878	CC
results/06_tiger/lib9_MappedOn_tair10	5	6224981	25755295	CL
results/06_tiger/lib9_MappedOn_tair10	5	25755658	26975502	CC
results/06_tiger/lib91_MappedOn_tair10	1	9017153	24538166	LL
results/06_tiger/lib91_MappedOn_tair10	1	24538388	28860968	CL
results/06_tiger/lib91_MappedOn_tair10	1	28861293	30427671	LL
results/06_tiger/lib91_MappedOn_tair10	2	1107733	6688048	CC
results/06_tiger/lib91_MappedOn_tair10	2	6688548	13951025	CL
results/06_tiger/lib91_MappedOn_tair10	2	13951459	19698289	CC
results/06_tiger/lib92_MappedOn_tair10	1	1	21685305	CC
results/06_tiger/lib92_MappedOn_tair10	1	21686048	23802525	CL
results/06_tiger/lib92_MappedOn_tair10	1	23803153	30427671	CC
results/06_tiger/lib95_MappedOn_tair10	1	1	3949439	CC
results/06_tiger/lib95_MappedOn_tair10	1	4010265	25030074	CL
results/06_tiger/lib95_MappedOn_tair10	1	25031220	30427671	CC
