lib	chr	start	end	gt
results/06_tiger/lib49_MappedOn_tair10	2	12336724	19698289	LL
results/06_tiger/lib49_MappedOn_tair10	5	1	8041930	CC
results/06_tiger/lib49_MappedOn_tair10	5	8042426	24192079	CL
results/06_tiger/lib49_MappedOn_tair10	5	24192461	26975502	CC
results/06_tiger/lib5_MappedOn_tair10	1	1	12897414	LL
results/06_tiger/lib5_MappedOn_tair10	1	12897564	28251716	CL
results/06_tiger/lib5_MappedOn_tair10	1	28252083	30427671	LL
results/06_tiger/lib50_MappedOn_tair10	1	502177	13050494	CC
results/06_tiger/lib50_MappedOn_tair10	1	13050534	23292064	CL
results/06_tiger/lib50_MappedOn_tair10	1	23292509	30427671	CC
results/06_tiger/lib52_MappedOn_tair10	3	1	8577135	LL
results/06_tiger/lib52_MappedOn_tair10	3	8577371	18313235	CL
results/06_tiger/lib52_MappedOn_tair10	3	18313683	23185991	LL
results/06_tiger/lib55_MappedOn_tair10	3	1	374381	LL
results/06_tiger/lib55_MappedOn_tair10	3	376020	15662182	CL
results/06_tiger/lib55_MappedOn_tair10	3	15662326	23459830	LL
results/06_tiger/lib56_MappedOn_tair10	1	1	5427595	LL
results/06_tiger/lib56_MappedOn_tair10	1	5427642	8347702	CL
results/06_tiger/lib56_MappedOn_tair10	1	8347741	16873789	LL
results/06_tiger/lib56_MappedOn_tair10	1	16873796	26512176	CL
results/06_tiger/lib56_MappedOn_tair10	1	26514127	30427671	LL
results/06_tiger/lib57_MappedOn_tair10	5	1	9656969	CC
results/06_tiger/lib57_MappedOn_tair10	5	9657812	18520256	CL
results/06_tiger/lib57_MappedOn_tair10	5	18524719	22853370	CC
results/06_tiger/lib62_MappedOn_tair10	3	1	5927684	CC
results/06_tiger/lib62_MappedOn_tair10	3	5928584	9041991	CL
results/06_tiger/lib62_MappedOn_tair10	3	9042189	23459830	CC
results/06_tiger/lib70_MappedOn_tair10	3	1	9493272	LL
results/06_tiger/lib70_MappedOn_tair10	3	9493582	19804950	CL
results/06_tiger/lib70_MappedOn_tair10	3	19805071	23459830	LL
results/06_tiger/lib77_MappedOn_tair10	4	1	8195652	CC
results/06_tiger/lib77_MappedOn_tair10	4	8195827	11746237	CL
results/06_tiger/lib77_MappedOn_tair10	4	11746466	18585056	CC
results/06_tiger/lib78_MappedOn_tair10	1	1	12548554	CC
results/06_tiger/lib78_MappedOn_tair10	1	12548812	16913902	CL
results/06_tiger/lib78_MappedOn_tair10	1	16914372	30427671	CC
results/06_tiger/lib89_MappedOn_tair10	1	1	12955175	CC
results/06_tiger/lib89_MappedOn_tair10	1	12955570	24468917	CL
results/06_tiger/lib89_MappedOn_tair10	1	24469010	30427671	CC
results/06_tiger/lib92_MappedOn_tair10	1	1	12529118	LL
results/06_tiger/lib92_MappedOn_tair10	1	12529263	29434581	CL
results/06_tiger/lib92_MappedOn_tair10	1	29434684	30427671	LL
results/06_tiger/lib94_MappedOn_tair10	5	1	10265657	LL
results/06_tiger/lib94_MappedOn_tair10	5	10265846	23918540	CL
results/06_tiger/lib94_MappedOn_tair10	5	23918736	26975502	LL
