lib	chr	start	end	cos	width
47	5	4188311	4188471	4188391	160
51	1	4517296	4517387	4517342	91
51	1	19173652	19179851	19176752	6199
56	1	8187823	8188103	8187963	280
56	1	21186401	21187148	21186775	747
60	1	8405137	8431089	8418113	25952
60	1	26665782	26666512	26666147	730
61	1	3903779	3909328	3906553	5549
61	1	7240644	7241000	7240822	356
61	5	15374221	15374407	15374314	186
61	5	22191596	22191807	22191702	211
62	1	5834047	5834307	5834177	260
62	1	17150549	17150863	17150706	314
62	2	1007797	1007897	1007847	100
62	2	16732031	16732575	16732303	544
63	1	11215275	11215437	11215356	162
63	1	19423215	19424544	19423879	1329
65	1	19539072	19539168	19539120	96
65	1	25474460	25487354	25480907	12894
65	2	526485	526713	526599	228
65	2	14138125	14138348	14138237	223
80	3	7811630	7811842	7811736	212
80	3	22344524	22345147	22344836	623
80	5	15221461	15221610	15221535	149
80	5	22692864	22693972	22693418	1108
81	1	9739614	9742671	9741142	3057
81	1	25728649	25729213	25728931	564
82	5	1742494	1750107	1746300	7613
82	5	7269581	7269856	7269719	275
83	5	8912771	8914008	8913389	1237
83	5	16578793	16579881	16579337	1088
84	4	280319	280328	280323	9
84	4	6747019	6747407	6747213	388
85	5	8562502	8562863	8562682	361
85	5	20995783	20996092	20995937	309
92	1	13079117	13079155	13079136	38
92	1	17202148	17203093	17202620	945
93	5	14919737	14920414	14920075	677
93	5	26614414	26614675	26614544	261
95	5	2631082	2632410	2631746	1328
95	5	14712762	14713098	14712930	336
98	3	11448839	11449151	11448995	312
98	3	19584204	19586221	19585212	2017
98	5	412134	412670	412402	536
98	5	17723600	17723775	17723688	175
100	1	7314635	7314694	7314665	59
100	1	17526986	17527146	17527066	160
106	3	9422051	9422377	9422214	326
106	3	16923555	16924023	16923789	468
108	5	2693685	2693946	2693815	261
108	5	18023142	18025152	18024147	2010
109	5	1523088	1523516	1523302	428
109	5	9803801	9804814	9804307	1013
117	5	835606	836484	836045	878
117	5	14881811	14882178	14881995	367
121	1	23893442	23893671	23893556	229
121	1	28870471	28876128	28873299	5657
121	3	15658748	15659004	15658876	256
121	3	20348159	20349666	20348913	1507
126	3	576602	576758	576680	156
126	3	10369531	10370305	10369918	774
128	5	9763462	9763647	9763554	185
128	5	17154764	17155986	17155375	1222
130	1	19911633	19912314	19911973	681
130	1	26089930	26090826	26090378	896
137	5	5420661	5421619	5421140	958
137	5	15809996	15810733	15810364	737
139	1	792057	797322	794689	5265
139	1	8919881	8920494	8920187	613
139	2	2316442	2316588	2316515	146
139	2	18495653	18496600	18496127	947
140	1	8572187	8573476	8572831	1289
140	1	30034716	30035131	30034924	415
140	4	7434698	7434853	7434776	155
140	4	9253974	9254191	9254082	217
143	4	1510025	1510313	1510169	288
143	4	17995857	17998829	17997343	2972
144	1	26439849	26440608	26440229	759
144	1	28976147	28976189	28976168	42
144	3	17151456	17151682	17151569	226
144	3	19993953	19994579	19994266	626
145	5	19271617	19272723	19272170	1106
145	5	22856670	22857154	22856912	484
146	3	9763061	9763143	9763102	82
146	3	23182463	23182681	23182572	218
147	2	4741211	4741398	4741305	187
147	2	18806689	18808619	18807654	1930
147	5	10150212	10150627	10150420	415
147	5	21361416	21362114	21361765	698
148	1	5439448	5439452	5439450	4
148	1	17832304	17832913	17832608	609
150	5	707681	708403	708042	722
150	5	8441593	8441870	8441731	277
151	5	10239128	10239657	10239392	529
151	5	26328954	26329236	26329095	282
153	3	744596	745116	744856	520
153	3	10415154	10415922	10415538	768
155	1	6583813	6584025	6583919	212
155	1	24990588	24991258	24990923	670
156	5	13880507	13880551	13880529	44
156	5	26378935	26379118	26379027	183
158	1	4585906	4586085	4585996	179
158	1	17379741	17380008	17379875	267
159	2	594757	594870	594813	113
159	2	17822618	17824070	17823344	1452
160	3	14751897	14751965	14751931	68
160	3	21352460	21352798	21352629	338
166	1	16873789	16873975	16873882	186
166	1	28178536	28178617	28178576	81
166	4	2819928	2821561	2820744	1633
166	4	13217351	13217586	13217469	235
167	2	1599223	1599289	1599256	66
167	2	15995564	15996112	15995838	548
167	5	571662	571676	571669	14
167	5	13879344	13879478	13879411	134
170	3	12354859	12355201	12355030	342
170	3	18725488	18725665	18725576	177
178	1	7754451	7754490	7754471	39
178	1	19656920	19657765	19657342	845
181	2	1275028	1275470	1275249	442
181	2	19502290	19502604	19502447	314
181	3	3772117	3772155	3772136	38
181	3	18594729	18595037	18594883	308
185	5	572616	573007	572812	391
185	5	24407449	24407631	24407540	182
187	1	8211283	8211805	8211544	522
187	1	27985751	27989064	27987407	3313
188	4	9924168	9924564	9924366	396
188	4	17672413	17673622	17673017	1209
191	5	7724879	7725012	7724945	133
191	5	25850633	25851216	25850925	583
192	3	10318896	10320285	10319590	1389
192	3	21492444	21513104	21502774	20660
