lib	chr	start	end	cos	width
122	2	15841267	15841375	15841321	108
122	3	11280611	11280787	11280699	176
122	3	19000667	19002787	19001727	2120
123	5	9072139	9072467	9072303	328
123	5	13595587	13596031	13595809	444
130	2	12297527	12298857	12298192	1330
130	2	18962349	18963642	18962995	1293
132	1	7739748	7741021	7740384	1273
132	1	20490399	20492148	20491273	1749
132	2	1443049	1443793	1443421	744
132	2	12108896	12124196	12116546	15300
132	4	6738331	6739803	6739067	1472
132	4	16862622	16863014	16862818	392
133	1	20267629	20272327	20269978	4698
133	1	24629210	24630452	24629831	1242
134	1	1204549	1206132	1205341	1583
134	1	13117589	13117647	13117618	58
135	2	3188097	4307902	3747999	1119805
135	2	10810865	10812956	10811911	2091
136	5	9208452	9209122	9208787	670
136	5	26351608	26351670	26351639	62
138	5	10164720	10164943	10164832	223
138	5	22390720	22390845	22390782	125
139	5	14315124	14316600	14315862	1476
139	5	23914653	23915459	23915056	806
142	5	13470581	13470955	13470768	374
142	5	22090314	22091266	22090790	952
143	5	9269446	9269851	9269648	405
143	5	25137433	25138445	25137939	1012
145	2	1641150	1641213	1641182	63
145	2	19096844	19098525	19097684	1681
148	5	5616713	5617255	5616984	542
148	5	16577699	16578111	16577905	412
149	1	2390279	2390309	2390294	30
149	1	23789319	23789440	23789379	121
152	3	458650	458740	458695	90
152	3	10895234	10895349	10895292	115
153	4	193761	194455	194108	694
153	4	16447855	16451265	16449560	3410
153	5	1269487	1269796	1269641	309
153	5	15790164	15790704	15790434	540
159	1	11265161	11265575	11265368	414
159	1	29742565	29742718	29742641	153
159	5	2299994	2300679	2300336	685
159	5	14717569	14717912	14717741	343
162	1	658067	658269	658168	202
162	1	8180027	8180557	8180292	530
165	2	612081	613590	612835	1509
165	2	18463587	18464009	18463798	422
167	2	163704	164100	163902	396
167	2	11516380	11516861	11516620	481
173	5	4407466	4410405	4408936	2939
173	5	14976840	14976912	14976876	72
175	1	1712117	1715676	1713897	3559
175	1	24854969	24854989	24854979	20
175	5	4767065	4767463	4767264	398
175	5	9644436	9644626	9644531	190
177	4	890508	891384	890946	876
177	4	9767791	9768643	9768217	852
181	5	445728	446055	445892	327
181	5	1912351	1917207	1914779	4856
182	4	5370443	5370652	5370547	209
182	4	11760276	11760852	11760564	576
186	3	4788047	4788703	4788375	656
186	3	18751617	18752006	18751811	389
191	2	1134935	1135042	1134989	107
191	2	13269644	13273642	13271643	3998
