lib	chr	start	end	cos	width
153	1	1977308	1977945	1977626	637
153	1	11863177	11864161	11863669	984
153	3	4789061	4789432	4789247	371
153	3	7845128	7864457	7854792	19329
153	5	6224878	6224981	6224930	103
153	5	25755295	25755658	25755477	363
154	5	9969044	9969375	9969210	331
154	5	22277559	22278703	22278131	1144
156	3	1121465	1122294	1121879	829
156	3	14811793	14812859	14812326	1066
157	1	8354852	8355045	8354948	193
157	1	16643504	16643665	16643584	161
157	5	7811026	7812011	7811518	985
157	5	21292983	21293186	21293085	203
164	1	432021	432547	432284	526
164	1	17248322	17248343	17248332	21
165	5	497253	497380	497317	127
165	5	6414528	6414575	6414552	47
167	3	906192	906827	906510	635
167	3	8858623	8858872	8858747	249
171	3	3948135	3948751	3948443	616
171	3	23261142	23261229	23261186	87
174	5	13593377	13593668	13593523	291
174	5	25739216	25739673	25739444	457
176	1	16471958	16472503	16472230	545
176	1	23189519	23189900	23189709	381
178	3	9377671	9377864	9377767	193
178	3	10767910	10772633	10770272	4723
183	1	7172709	7174610	7173659	1901
183	1	8941678	8941903	8941790	225
184	1	1636129	1638242	1637185	2113
184	1	22782428	22783568	22782998	1140
184	5	2630662	2630815	2630738	153
184	5	26505939	26506415	26506177	476
190	3	9904097	9904514	9904305	417
190	3	17401475	17401779	17401627	304
192	3	5135037	5142262	5138649	7225
192	3	9168089	9168628	9168359	539
195	4	5386905	5386999	5386952	94
195	4	17738957	17739728	17739343	771
195	5	364125	364651	364388	526
195	5	15759844	15759946	15759895	102
196	2	179750	179823	179786	73
196	2	11777516	11777616	11777566	100
199	3	9215529	9216876	9216203	1347
199	3	20072455	20073157	20072806	702
200	1	624717	625021	624869	304
200	1	23460129	23461440	23460785	1311
202	1	13258184	13258230	13258207	46
202	1	29498689	29498971	29498830	282
202	3	1923274	1923571	1923422	297
202	3	16953563	16954032	16953797	469
211	1	18912214	18913201	18912708	987
211	1	28415902	28416013	28415958	111
211	3	7932884	7933177	7933030	293
211	3	18070553	18070648	18070601	95
213	5	5009848	5010089	5009968	241
213	5	16663275	16665406	16664341	2131
217	1	16265633	16266209	16265921	576
217	1	28921564	28922256	28921910	692
217	5	2444535	2445031	2444783	496
217	5	21868070	21868801	21868436	731
219	1	8548974	8549074	8549024	100
219	1	17856825	17857859	17857342	1034
225	3	1177533	1177790	1177661	257
225	3	4377061	4377450	4377255	389
225	4	5848175	5849120	5848647	945
225	4	17782455	17785282	17783869	2827
225	5	13879924	13880021	13879972	97
225	5	15421114	15421321	15421218	207
227	4	5365607	5365831	5365719	224
227	4	16918514	16918607	16918560	93
227	5	17840009	17840636	17840323	627
227	5	26885612	26886524	26886068	912
231	2	6467123	6467289	6467206	166
231	2	16291240	16292215	16291728	975
232	5	8659332	8659780	8659556	448
232	5	16644193	16644427	16644310	234
233	1	16137863	16138078	16137971	215
233	1	23863264	23865339	23864302	2075
235	1	24538166	24538388	24538277	222
235	1	28860968	28861293	28861130	325
235	2	6688048	6688548	6688298	500
235	2	13951025	13951459	13951242	434
236	1	21685305	21686048	21685677	743
236	1	23802525	23803153	23802839	628
239	1	3949439	4010265	3979852	60826
239	1	25030074	25031220	25030647	1146
