lib	chr	start	end	cos	width
75	2	18627510	18627892	18627701	382
75	4	14157872	14163219	14160546	5347
75	4	17001892	17002087	17001990	195
77	4	5367927	5368132	5368029	205
77	4	11252749	11252872	11252811	123
80	1	10929038	10929204	10929121	166
80	1	27448739	27449873	27449306	1134
81	2	7252882	7253017	7252950	135
81	2	12932982	12933390	12933186	408
85	1	6278477	6278555	6278516	78
85	1	17759135	17764704	17761919	5569
87	1	11670340	11671670	11671005	1330
87	1	19876756	19878258	19877507	1502
88	1	1093364	1096500	1094932	3136
88	1	19092444	19092936	19092690	492
89	2	6519502	6519568	6519535	66
89	2	17741640	17742758	17742199	1118
92	1	1468060	1468650	1468355	590
92	1	12480729	12481302	12481015	573
92	5	10301025	10301667	10301346	642
92	5	26426536	26427031	26426784	495
93	1	20140300	20140618	20140459	318
93	1	29812914	29813869	29813392	955
93	2	6898218	6898549	6898384	331
93	2	19148503	19148849	19148676	346
93	3	10243406	10243772	10243589	366
93	3	16480667	16481268	16480967	601
97	5	7229366	7229441	7229404	75
97	5	21383162	21385382	21384272	2220
99	1	16308616	16308987	16308802	371
99	1	24499061	24499381	24499221	320
100	5	9137677	9137821	9137749	144
100	5	22333186	22334204	22333695	1018
103	3	9903659	9903824	9903741	165
103	3	18542222	18542997	18542610	775
103	4	15634801	15636546	15635673	1745
103	4	16373223	16373744	16373483	521
106	1	10739193	10739418	10739305	225
106	1	26708448	26710433	26709440	1985
106	3	9053409	9053546	9053477	137
106	3	15882101	15883006	15882553	905
106	5	8189690	8189742	8189716	52
106	5	18343340	18343494	18343417	154
112	4	6513922	6514070	6513996	148
112	4	17398846	17401102	17399974	2256
112	5	23398969	23403958	23401463	4989
112	5	24768025	24768165	24768095	140
118	2	5514006	5515034	5514520	1028
118	2	12778096	12779526	12778811	1430
120	1	10825285	10826779	10826032	1494
120	1	24406461	24406570	24406515	109
123	5	1489945	1490068	1490007	123
123	5	24768883	24769336	24769109	453
125	5	1374572	1375194	1374883	622
125	5	26475302	26475776	26475539	474
128	2	11085948	11085950	11085949	2
128	2	18334731	18335364	18335047	633
130	2	4310387	4310445	4310416	58
130	2	16144712	16145105	16144908	393
131	5	8290084	8290432	8290258	348
131	5	19828147	19828156	19828151	9
132	5	15777763	15777795	15777779	32
132	5	25831669	25832315	25831992	646
142	1	12480729	12481302	12481015	573
142	1	17451696	17451814	17451755	118
144	1	13047214	13047665	13047440	451
144	1	24441730	24442117	24441924	387
150	1	7144082	7144162	7144122	80
150	1	25317783	25317948	25317865	165
150	5	8021383	8021469	8021426	86
150	5	23117800	23119076	23118438	1276
152	5	15841987	15842641	15842314	654
152	5	25657589	25657951	25657770	362
154	2	6534381	6534558	6534469	177
154	2	15315174	15315826	15315500	652
154	5	961627	962414	962021	787
154	5	21370757	21371392	21371075	635
157	4	411023	412126	411575	1103
157	4	8487716	8489876	8488796	2160
158	2	9317003	9317027	9317015	24
158	2	15576632	15577274	15576953	642
161	2	144235	144378	144307	143
161	2	9158128	9158619	9158374	491
165	5	13615617	13615675	13615646	58
165	5	21942173	21942357	21942265	184
166	4	16260138	16260607	16260372	469
166	4	17691365	17693641	17692503	2276
167	3	1844761	1844938	1844849	177
167	3	21158485	21158807	21158646	322
181	1	7732208	7733074	7732641	866
181	1	23947446	23947702	23947574	256
183	5	9331235	9331294	9331265	59
183	5	18379862	18380355	18380108	493
187	4	1301015	1303547	1302281	2532
187	4	15954434	15954749	15954592	315
188	5	1144810	1145080	1144945	270
188	5	26846358	26846497	26846428	139
189	1	12964940	12965249	12965094	309
189	1	19082494	19083146	19082820	652
189	4	930296	930363	930330	67
189	4	13971342	13971882	13971612	540
