lib,chrs,start,stop,cos,width
8,Chr3,3219262,3219624,3219443,362
8,Chr4,8698125,8699807,8698966,1682
8,Chr5,14972542,14973585,14973064,1043
9,Chr1,8241468,8242181,8241824,713
9,Chr1,9937343,9937353,9937348,10
9,Chr2,11707241,11707322,11707281,81
10,Chr1,24877989,24878437,24878213,448
10,Chr3,10356228,10356274,10356251,46
10,Chr3,18813027,18814546,18813787,1519
10,Chr4,610997,611716,611357,719
10,Chr4,11911717,11912017,11911867,300
10,Chr5,2083454,2083951,2083702,497
10,Chr5,15500870,15501124,15500997,254
10,Chr5,22083186,22083452,22083319,266
11,Chr1,17894339,17895180,17894759,841
11,Chr1,20785180,20785619,20785400,439
11,Chr1,29310351,29311486,29310919,1135
11,Chr2,391724,393300,392512,1576
11,Chr2,5920713,5920848,5920781,135
11,Chr3,2442206,2444719,2443462,2513
11,Chr5,842342,842553,842448,211
11,Chr5,16943219,16943349,16943284,130
11,Chr5,24752277,24753021,24752649,744
12,Chr1,1482743,1483156,1482949,413
12,Chr1,8393447,8393795,8393621,348
12,Chr1,29267276,29270178,29268727,2902
12,Chr2,7252882,7253017,7252950,135
12,Chr2,7712869,7713178,7713023,309
12,Chr2,14782215,14784431,14783323,2216
12,Chr3,3879684,3882500,3881092,2816
12,Chr3,16560670,16560925,16560798,255
12,Chr4,527930,528200,528065,270
12,Chr4,5235645,5235725,5235685,80
13,Chr1,4867069,4867868,4867469,799
13,Chr1,19106256,19106542,19106399,286
13,Chr2,6670379,6677503,6673941,7124
13,Chr2,10562512,10563104,10562808,592
13,Chr3,9401390,9401770,9401580,380
13,Chr3,10949637,10949969,10949803,332
13,Chr4,8855718,8855833,8855776,115
14,Chr1,16127302,16127975,16127638,673
14,Chr2,6796983,6801370,6799177,4387
14,Chr3,874987,875044,875015,57
14,Chr3,18313860,18314052,18313956,192
14,Chr4,5740779,5741151,5740965,372
14,Chr4,9448398,9448645,9448522,247
14,Chr5,15396521,15397222,15396871,701
15,Chr1,643447,644148,643797,701
15,Chr1,3309603,3309689,3309646,86
15,Chr1,19630741,19637014,19633877,6273
15,Chr1,26362386,26364885,26363636,2499
15,Chr1,27699755,27700198,27699977,443
15,Chr2,609692,609933,609812,241
15,Chr3,1008302,1008462,1008382,160
15,Chr3,22924693,22927051,22925872,2358
15,Chr4,5362948,5363080,5363014,132
15,Chr5,6039700,6039814,6039757,114
15,Chr5,7979031,7979855,7979443,824
15,Chr5,16811705,16812488,16812097,783
15,Chr5,23066173,23066951,23066562,778
16,Chr1,12734889,12734970,12734929,81
16,Chr1,28251270,28251332,28251301,62
16,Chr2,2325148,2325502,2325325,354
16,Chr2,10809163,10809444,10809303,281
16,Chr5,9407748,9407974,9407861,226
17,Chr1,16738270,16738479,16738374,209
17,Chr2,9983182,9983554,9983368,372
17,Chr3,4343925,4344146,4344035,221
17,Chr4,1539210,1539388,1539299,178
17,Chr4,17807029,17807234,17807131,205
17,Chr5,9497596,9497845,9497720,249
18,Chr1,2936381,2941598,2938989,5217
18,Chr1,13655453,13655620,13655537,167
18,Chr1,21105906,21106061,21105984,155
18,Chr1,25724742,25726065,25725404,1323
18,Chr5,6481740,6482344,6482042,604
18,Chr5,26138113,26138126,26138119,13
19,Chr1,17033272,17033350,17033311,78
19,Chr1,19547255,19547363,19547309,108
19,Chr2,6795275,6795431,6795353,156
19,Chr4,153434,153441,153438,7
19,Chr4,18144152,18144687,18144420,535
19,Chr5,910152,910331,910242,179
19,Chr5,14981023,14981371,14981197,348
19,Chr5,19395408,19396114,19395761,706
20,Chr1,9085990,9087044,9086517,1054
20,Chr2,1926865,1927123,1926994,258
20,Chr3,15971789,15972341,15972065,552
20,Chr4,5707492,5708678,5708085,1186
21,Chr1,9335274,9335487,9335380,213
21,Chr1,26374262,26376336,26375299,2074
21,Chr2,16375412,16376040,16375726,628
21,Chr4,11222601,11223473,11223037,872
21,Chr5,9961011,9961398,9961205,387
22,Chr1,11475604,11475673,11475638,69
22,Chr1,16641540,16641851,16641696,311
22,Chr1,27120039,27120883,27120461,844
22,Chr2,2314044,2316588,2315316,2544
22,Chr2,18840799,18840992,18840895,193
22,Chr3,16493876,16494837,16494356,961
22,Chr3,22392098,22392102,22392100,4
22,Chr5,6978777,6980058,6979417,1281
23,Chr1,2988686,2988827,2988756,141
23,Chr3,18343977,18344539,18344258,562
23,Chr4,393016,394640,393828,1624
23,Chr4,17441540,17441541,17441540,1
23,Chr5,18025152,18026775,18025964,1623
24,Chr1,4429706,4430281,4429994,575
24,Chr1,6243927,6244230,6244079,303
24,Chr1,23899174,23899832,23899503,658
24,Chr2,876668,876669,876668,1
24,Chr2,15508015,15508139,15508077,124
24,Chr2,18673923,18674459,18674191,536
24,Chr4,7878945,7879421,7879183,476
24,Chr5,24118268,24120279,24119274,2011
25,Chr1,24853816,24853896,24853856,80
25,Chr2,7185726,7185853,7185790,127
25,Chr2,9742475,9742960,9742717,485
25,Chr3,15501578,15501702,15501640,124
26,Chr1,5421346,5421514,5421430,168
26,Chr1,16460920,16461075,16460998,155
26,Chr2,362413,362450,362431,37
26,Chr2,13497482,13498964,13498223,1482
26,Chr3,8115777,8117037,8116407,1260
26,Chr5,9827397,9827412,9827405,15
26,Chr5,10540219,10540511,10540365,292
27,Chr1,6331163,6332643,6331903,1480
27,Chr2,1416981,1417590,1417285,609
27,Chr2,19227607,19227981,19227794,374
27,Chr4,251163,252270,251717,1107
27,Chr4,17262283,17262629,17262456,346
27,Chr5,9057689,9057827,9057758,138
27,Chr5,16152798,16152945,16152872,147
28,Chr1,8453291,8453387,8453339,96
28,Chr1,25828776,25829695,25829236,919
28,Chr2,178553,179164,178859,611
28,Chr2,2468216,2468473,2468344,257
28,Chr4,1304369,1304461,1304415,92
28,Chr4,15723888,15724642,15724265,754
28,Chr5,783375,784221,783798,846
29,Chr1,16872504,16872901,16872702,397
29,Chr2,19020654,19020676,19020665,22
29,Chr3,16253243,16253247,16253245,4
29,Chr4,173240,173290,173265,50
29,Chr4,4802374,4802763,4802568,389
29,Chr4,10400677,10400882,10400779,205
29,Chr5,8058441,8059028,8058735,587
29,Chr5,17565986,17566094,17566040,108
30,Chr1,9996899,9996961,9996930,62
30,Chr1,29756587,29756909,29756748,322
30,Chr3,8226572,8226602,8226587,30
30,Chr3,21583952,21590066,21587009,6114
30,Chr5,14998663,14999126,14998895,463
31,Chr1,7475523,7475544,7475533,21
31,Chr1,12249562,12250008,12249785,446
31,Chr2,18389730,18390320,18390025,590
31,Chr3,11105372,11105559,11105466,187
31,Chr4,8824393,8824454,8824423,61
31,Chr4,10161110,10162487,10161798,1377
31,Chr5,2046347,2046486,2046417,139
31,Chr5,20900354,20901174,20900764,820
32,Chr1,8448407,8448613,8448510,206
32,Chr1,22522381,22522659,22522520,278
32,Chr3,9338252,9338385,9338318,133
32,Chr3,22761822,22762418,22762120,596
32,Chr4,662353,663179,662766,826
32,Chr4,10136568,10136941,10136754,373
32,Chr5,14316600,14317150,14316875,550
33,Chr1,24477151,24478100,24477625,949
33,Chr3,5255958,5256873,5256416,915
33,Chr4,713622,713666,713644,44
34,Chr1,13455111,13455375,13455243,264
34,Chr3,4425773,4426368,4426071,595
34,Chr3,11147971,11148048,11148009,77
34,Chr3,16001711,16001746,16001729,35
34,Chr4,6854205,6855150,6854677,945
34,Chr5,1013185,1014390,1013787,1205
35,Chr1,8076201,8078601,8077401,2400
35,Chr1,16130237,16130399,16130318,162
35,Chr2,2316442,2316588,2316515,146
35,Chr2,7065915,7065969,7065942,54
35,Chr3,3128159,3128225,3128192,66
35,Chr3,15357926,15358499,15358212,573
35,Chr3,16964614,16964946,16964780,332
35,Chr5,6038379,6039393,6038886,1014
35,Chr5,25241748,25241785,25241766,37
36,Chr1,2562326,2562384,2562355,58
36,Chr1,10678526,10680313,10679420,1787
36,Chr1,26120619,26120642,26120631,23
36,Chr2,174365,174877,174621,512
36,Chr2,6025477,6026556,6026017,1079
36,Chr2,17667173,17667701,17667437,528
36,Chr4,7354712,7358617,7356664,3905
36,Chr4,17759995,17760698,17760347,703
36,Chr5,9936359,9936441,9936400,82
36,Chr5,18608653,18609079,18608866,426
37,Chr1,21718490,21718694,21718592,204
37,Chr2,787130,787412,787271,282
37,Chr2,19287810,19287833,19287822,23
37,Chr4,5835200,5835480,5835340,280
37,Chr5,7420714,7422658,7421686,1944
37,Chr5,13560485,13560516,13560501,31
38,Chr1,16643196,16643504,16643350,308
38,Chr2,18963855,18964731,18964293,876
38,Chr3,5555997,5556858,5556427,861
38,Chr3,11270158,11270326,11270242,168
38,Chr3,20009097,20009855,20009476,758
38,Chr4,100591,106093,103342,5502
38,Chr4,15379232,15379685,15379458,453
38,Chr5,7450034,7450100,7450067,66
38,Chr5,10150212,10150627,10150420,415
38,Chr5,17656754,17666848,17661801,10094
39,Chr1,10622297,10623030,10622663,733
39,Chr1,18097856,18098413,18098134,557
39,Chr1,29549297,29549950,29549623,653
39,Chr2,5540226,5542392,5541309,2166
39,Chr2,9360933,9361825,9361379,892
39,Chr3,9489007,9489361,9489184,354
39,Chr4,4803015,4805134,4804075,2119
39,Chr4,6363826,6364538,6364182,712
39,Chr5,14710992,14711113,14711052,121
40,Chr1,17287216,17287683,17287450,467
40,Chr1,25732716,25733312,25733014,596
40,Chr2,9694295,9695085,9694690,790
40,Chr2,12373283,12374134,12373709,851
40,Chr3,187440,188032,187736,592
40,Chr3,16446996,16447181,16447088,185
40,Chr4,7781057,7782731,7781894,1674
40,Chr4,10705665,10705681,10705673,16
41,Chr1,168700,169429,169064,729
41,Chr1,18078561,18078688,18078625,127
41,Chr1,29361081,29361090,29361085,9
41,Chr2,5674190,5675141,5674666,951
41,Chr2,17251322,17251808,17251565,486
41,Chr3,1725952,1727008,1726480,1056
41,Chr4,11662986,11663824,11663405,838
41,Chr5,4823674,4825418,4824546,1744
41,Chr5,13901892,13902845,13902368,953
41,Chr5,20532895,20533232,20533063,337
41,Chr5,25982295,25982357,25982326,62
42,Chr1,16774692,16774867,16774780,175
42,Chr1,23899174,23899832,23899503,658
42,Chr1,26738586,26740398,26739492,1812
42,Chr2,1491084,1491614,1491349,530
42,Chr2,6323798,6323832,6323815,34
42,Chr2,18796867,18797476,18797171,609
42,Chr4,10264267,10264666,10264467,399
42,Chr4,14409932,14410654,14410293,722
42,Chr5,18780344,18780883,18780614,539
43,Chr1,11108721,11108858,11108789,137
43,Chr1,21887800,21888326,21888063,526
43,Chr1,26098981,26099068,26099025,87
43,Chr2,7596112,7596574,7596343,462
43,Chr2,11646139,11646477,11646308,338
43,Chr3,20898196,20898323,20898260,127
43,Chr4,785671,788468,787069,2797
43,Chr4,6191743,6192115,6191929,372
43,Chr5,1493590,1493747,1493668,157
44,Chr1,29216302,29216548,29216425,246
44,Chr2,336464,336996,336730,532
44,Chr2,6025477,6026556,6026017,1079
44,Chr3,11242257,11242625,11242441,368
44,Chr4,5811785,5814235,5813010,2450
44,Chr4,17719531,17721024,17720277,1493
44,Chr5,777838,777853,777846,15
44,Chr5,14737141,14737700,14737421,559
44,Chr5,26336155,26336923,26336539,768
45,Chr1,9992978,9993436,9993207,458
45,Chr1,20013384,20013414,20013399,30
45,Chr3,15984126,15984535,15984330,409
45,Chr3,17702613,17703260,17702937,647
45,Chr4,7854243,7855141,7854692,898
45,Chr4,10268664,10268960,10268812,296
45,Chr5,16895191,16895264,16895227,73
46,Chr1,6898729,6899862,6899295,1133
46,Chr3,19596758,19596797,19596778,39
46,Chr5,6875466,6876446,6875956,980
46,Chr5,9006605,9007466,9007035,861
46,Chr5,18520256,18524719,18522488,4463
47,Chr1,8915604,8915789,8915696,185
47,Chr2,8798807,8799011,8798909,204
47,Chr3,9359756,9361102,9360429,1346
47,Chr3,10021457,10022330,10021893,873
47,Chr3,19558913,19559589,19559251,676
47,Chr5,16381904,16382219,16382062,315
48,Chr1,7057016,7058461,7057738,1445
48,Chr1,28608065,28608885,28608475,820
48,Chr2,16763799,16764003,16763901,204
48,Chr3,17387754,17388194,17387974,440
48,Chr5,16963088,16963138,16963113,50
48,Chr5,20369216,20369377,20369296,161
49,Chr1,6770158,6771007,6770582,849
49,Chr1,12104033,12126970,12115501,22937
49,Chr3,740807,740894,740851,87
49,Chr3,16326066,16326220,16326143,154
49,Chr3,23276239,23276827,23276533,588
49,Chr4,93264,94014,93639,750
49,Chr4,11310106,11310296,11310201,190
49,Chr4,17672413,17673622,17673017,1209
49,Chr5,13880205,13880507,13880356,302
49,Chr5,16270975,16271231,16271103,256
50,Chr1,7272031,7274158,7273095,2127
50,Chr1,23780343,23782650,23781497,2307
50,Chr3,2351258,2352754,2352006,1496
50,Chr4,1031799,1032093,1031946,294
50,Chr4,9346564,9348191,9347378,1627
50,Chr5,9308565,9309210,9308887,645
50,Chr5,23607849,23610327,23609088,2478
51,Chr1,464103,464909,464506,806
51,Chr1,14329778,14329820,14329799,42
51,Chr1,16811874,16812334,16812104,460
51,Chr2,9661599,9662112,9661855,513
51,Chr3,8111500,8112461,8111980,961
51,Chr4,918540,919246,918893,706
51,Chr4,5855664,5856201,5855932,537
52,Chr1,17830532,17831419,17830976,887
52,Chr1,28955311,28956061,28955686,750
52,Chr2,8218778,8219502,8219140,724
52,Chr3,1234126,1234219,1234172,93
52,Chr3,8641648,8642577,8642112,929
52,Chr4,643484,643520,643502,36
52,Chr4,11902070,11902990,11902530,920
52,Chr5,1909832,1912351,1911092,2519
52,Chr5,9867742,9868076,9867909,334
53,Chr1,847535,850465,849000,2930
53,Chr1,8926322,8926361,8926342,39
53,Chr4,6255594,6255725,6255660,131
53,Chr5,20546893,20547294,20547093,401
54,Chr1,26683300,26683729,26683514,429
54,Chr2,12417912,12418879,12418396,967
54,Chr3,18878765,18879513,18879139,748
54,Chr4,8635698,8636135,8635916,437
54,Chr4,15629961,15630853,15630407,892
54,Chr5,733600,734018,733809,418
54,Chr5,15323999,15324162,15324081,163
54,Chr5,15464391,15464962,15464677,571
54,Chr5,22918118,22918398,22918258,280
55,Chr2,6238324,6239009,6238666,685
55,Chr2,8080349,8080923,8080636,574
55,Chr2,11112939,11114879,11113909,1940
55,Chr3,1065487,1065668,1065577,181
55,Chr4,94254,94272,94263,18
55,Chr4,737506,738187,737846,681
55,Chr4,17525425,17526405,17525915,980
55,Chr5,6348956,6348992,6348974,36
56,Chr2,476278,476472,476375,194
56,Chr2,10067244,10067958,10067601,714
56,Chr3,9311270,9311869,9311570,599
56,Chr4,7249752,7249799,7249776,47
56,Chr4,16470658,16470957,16470808,299
56,Chr5,15866340,15866460,15866400,120
56,Chr5,26099942,26100907,26100424,965
57,Chr1,19537105,19537477,19537291,372
57,Chr2,2198198,2198462,2198330,264
57,Chr3,20296092,20296434,20296263,342
57,Chr4,11722192,11722896,11722544,704
57,Chr5,8330104,8331151,8330628,1047
58,Chr2,747799,756193,751996,8394
58,Chr2,1017943,1018057,1018000,114
58,Chr2,17818533,17819388,17818961,855
58,Chr3,8112290,8112461,8112376,171
58,Chr3,8153908,8153959,8153934,51
58,Chr3,16564965,16565564,16565265,599
58,Chr4,6834265,6835331,6834798,1066
58,Chr5,686513,688787,687650,2274
58,Chr5,10192739,10192905,10192822,166
58,Chr5,20697714,20697982,20697848,268
59,Chr1,7952573,7953255,7952914,682
59,Chr1,28379919,28380527,28380223,608
59,Chr2,404791,406732,405761,1941
59,Chr3,23288244,23288544,23288394,300
59,Chr4,716636,717707,717172,1071
60,Chr1,16474332,16474488,16474410,156
60,Chr2,9483414,9483749,9483582,335
60,Chr2,15483800,15486439,15485120,2639
60,Chr3,6948692,6970532,6959612,21840
60,Chr3,19823813,19823902,19823857,89
60,Chr4,17741025,17743457,17742241,2432
61,Chr1,24749487,24750413,24749950,926
61,Chr2,7885772,7886079,7885926,307
61,Chr2,13396122,13396194,13396158,72
61,Chr3,16909826,16909848,16909837,22
61,Chr4,526374,526673,526524,299
61,Chr4,1397708,1397847,1397778,139
61,Chr4,17463448,17464140,17463794,692
61,Chr5,14224612,14225486,14225049,874
62,Chr1,6361230,6361704,6361467,474
62,Chr1,28425345,28425644,28425495,299
62,Chr2,12379655,12380902,12380279,1247
62,Chr3,14938670,14939116,14938893,446
62,Chr3,16803678,16804504,16804091,826
62,Chr4,7617185,7617548,7617367,363
62,Chr5,8771938,8772370,8772154,432
63,Chr1,8394423,8394972,8394697,549
63,Chr1,25562096,25562865,25562480,769
63,Chr1,26378482,26380200,26379341,1718
63,Chr2,1569583,1569940,1569761,357
63,Chr3,16903987,16904244,16904115,257
63,Chr4,5247294,5247922,5247608,628
63,Chr4,7849216,7849338,7849277,122
63,Chr5,8528479,8528878,8528679,399
63,Chr5,17984344,17984493,17984418,149
64,Chr1,7904799,7904887,7904843,88
64,Chr1,9095097,9095298,9095197,201
64,Chr1,22174192,22174984,22174588,792
64,Chr3,18175762,18176533,18176148,771
64,Chr4,17455040,17455351,17455196,311
64,Chr5,18749546,18749616,18749581,70
65,Chr1,9828522,9828545,9828534,23
65,Chr1,26196234,26196314,26196274,80
65,Chr2,1570836,1570889,1570862,53
65,Chr3,11138389,11139185,11138787,796
65,Chr4,7254097,7255626,7254861,1529
65,Chr5,2070573,2071120,2070847,547
65,Chr5,9474833,9475837,9475335,1004
65,Chr5,16643850,16644193,16644022,343
66,Chr1,17857859,17858787,17858323,928
66,Chr1,24480713,24480720,24480717,7
66,Chr2,2317840,2318700,2318270,860
66,Chr3,627398,627576,627487,178
66,Chr3,16370272,16370592,16370432,320
66,Chr3,22214725,22214779,22214752,54
66,Chr4,5425017,5425097,5425057,80
66,Chr4,8826455,8826651,8826553,196
66,Chr5,16199926,16200086,16200006,160
67,Chr1,7202860,7203873,7203366,1013
67,Chr1,13126064,13126112,13126088,48
67,Chr1,26336172,26336429,26336300,257
67,Chr2,493537,493956,493747,419
67,Chr2,14870263,14870513,14870388,250
67,Chr3,11106394,11106563,11106478,169
67,Chr5,14751211,14752719,14751965,1508
68,Chr1,6766873,6767739,6767306,866
68,Chr1,25017150,25017337,25017244,187
68,Chr2,1563204,1564045,1563624,841
68,Chr2,11215086,11221573,11218330,6487
68,Chr3,85367,85374,85371,7
68,Chr3,14949012,14949247,14949130,235
68,Chr4,5335364,5335661,5335512,297
68,Chr5,15607398,15607897,15607648,499
69,Chr1,13076966,13077108,13077037,142
69,Chr2,16375277,16375312,16375295,35
69,Chr2,17684850,17685390,17685120,540
69,Chr3,8191559,8191611,8191585,52
69,Chr3,18410688,18411786,18411237,1098
69,Chr4,6357216,6358289,6357752,1073
69,Chr4,15425390,15426314,15425852,924
69,Chr4,18183546,18183975,18183760,429
69,Chr5,15378843,15378959,15378901,116
70,Chr1,4475235,4475627,4475431,392
70,Chr1,17975935,17976831,17976383,896
70,Chr1,24900387,24900945,24900666,558
70,Chr1,28286942,28287225,28287084,283
70,Chr3,1510535,1510668,1510601,133
70,Chr3,4807339,4810169,4808754,2830
70,Chr3,9308064,9308296,9308180,232
70,Chr4,8166447,8166513,8166480,66
70,Chr4,11177513,11178053,11177783,540
70,Chr5,19580138,19580219,19580178,81
71,Chr1,8194665,8195085,8194875,420
71,Chr1,28745359,28746408,28745883,1049
71,Chr2,16679962,16694743,16687352,14781
71,Chr3,4542746,4544105,4543426,1359
71,Chr3,9198027,9198525,9198276,498
71,Chr4,5835813,5836400,5836107,587
71,Chr5,1559462,1561794,1560628,2332
72,Chr1,26076698,26077066,26076882,368
72,Chr2,1556205,1563204,1559705,6999
72,Chr3,4536943,4537070,4537007,127
72,Chr3,8033512,8034094,8033803,582
72,Chr3,16681612,16681733,16681672,121
72,Chr4,10012680,10012780,10012730,100
72,Chr5,2198521,2198777,2198649,256
72,Chr5,25981568,25981848,25981708,280
73,Chr1,7742966,7743220,7743093,254
73,Chr1,19327060,19327204,19327132,144
73,Chr1,24750413,24750730,24750571,317
73,Chr2,606407,607682,607045,1275
73,Chr3,8500526,8501450,8500988,924
73,Chr3,10356649,10356824,10356737,175
73,Chr3,22936880,22937371,22937126,491
73,Chr4,17660259,17660747,17660503,488
73,Chr5,25340699,25342664,25341681,1965
74,Chr1,9959677,9960230,9959953,553
74,Chr2,10525765,10527160,10526463,1395
74,Chr3,1516449,1517183,1516816,734
74,Chr3,10242240,10243406,10242823,1166
74,Chr3,18570197,18570667,18570432,470
74,Chr4,128068,128323,128196,255
74,Chr4,11662986,11663824,11663405,838
74,Chr5,434770,434856,434813,86
74,Chr5,10876230,10876336,10876283,106
74,Chr5,22550833,22551005,22550919,172
74,Chr5,26349649,26350108,26349879,459
75,Chr1,17299673,17299978,17299825,305
75,Chr2,18309470,18309873,18309672,403
75,Chr3,11106349,11106394,11106371,45
75,Chr4,11027059,11027201,11027130,142
75,Chr4,17761038,17762851,17761944,1813
75,Chr5,15958098,15958605,15958352,507
75,Chr5,22272925,22273026,22272975,101
76,Chr1,784931,784967,784949,36
76,Chr1,8695335,8695441,8695388,106
76,Chr1,13899470,13899930,13899700,460
76,Chr1,19090313,19090517,19090415,204
76,Chr1,20566219,20566985,20566602,766
76,Chr2,12775701,12775868,12775785,167
76,Chr3,11141916,11142179,11142048,263
76,Chr3,15972758,15973526,15973142,768
76,Chr4,6452603,6452623,6452613,20
76,Chr5,1771412,1771593,1771502,181
76,Chr5,17533753,17533836,17533795,83
76,Chr5,25977890,25978356,25978123,466
77,Chr1,19862536,19862738,19862637,202
77,Chr1,24739724,24740049,24739886,325
77,Chr2,5121285,5121358,5121321,73
77,Chr3,5311551,5311996,5311773,445
77,Chr3,18765023,18765070,18765047,47
77,Chr4,81364,82605,81984,1241
78,Chr1,29760842,29761522,29761182,680
78,Chr2,9679384,9680106,9679745,722
78,Chr2,12900726,12901110,12900918,384
78,Chr3,3108832,3111842,3110337,3010
78,Chr4,9033453,9033537,9033495,84
78,Chr4,17801814,17802325,17802070,511
78,Chr5,1523822,1523931,1523876,109
78,Chr5,3504280,3504541,3504410,261
78,Chr5,16613432,16616120,16614776,2688
78,Chr5,18704381,18704431,18704406,50
79,Chr1,7730063,7731201,7730632,1138
79,Chr1,12240241,12240340,12240291,99
79,Chr1,23154964,23155059,23155012,95
79,Chr2,456789,457793,457291,1004
79,Chr2,9920843,9921743,9921293,900
79,Chr2,18911037,18911115,18911076,78
79,Chr4,11760013,11760276,11760145,263
79,Chr5,9269975,9270461,9270218,486
80,Chr1,7111714,7111847,7111780,133
80,Chr1,15979808,15980957,15980382,1149
80,Chr1,19935268,19936028,19935648,760
80,Chr1,27663280,27663928,27663604,648
80,Chr2,12226000,12226297,12226148,297
80,Chr3,10749593,10750702,10750147,1109
80,Chr4,9243068,9243419,9243244,351
80,Chr4,10464251,10464699,10464475,448
80,Chr5,731510,731883,731696,373
80,Chr5,7261421,7262026,7261723,605
80,Chr5,18998061,18998808,18998435,747
81,Chr1,9713433,9716325,9714879,2892
81,Chr2,216827,220022,218425,3195
81,Chr2,18363901,18366149,18365025,2248
81,Chr3,4309083,4309883,4309483,800
81,Chr3,18242375,18242422,18242399,47
81,Chr3,22126906,22128563,22127734,1657
81,Chr4,727836,728235,728036,399
81,Chr4,5737178,5737587,5737382,409
81,Chr4,16563366,16563878,16563622,512
81,Chr4,17535509,17535553,17535531,44
81,Chr5,17927425,17928637,17928031,1212
82,Chr2,10191787,10192059,10191923,272
82,Chr3,673001,673464,673233,463
82,Chr4,1002975,1003436,1003205,461
82,Chr4,17719531,17721024,17720277,1493
82,Chr5,17183831,17185546,17184689,1715
83,Chr1,489092,523868,506480,34776
83,Chr1,7382441,7383357,7382899,916
83,Chr1,11571280,11571666,11571473,386
83,Chr1,22840904,22840950,22840927,46
83,Chr2,6022394,6022568,6022481,174
83,Chr2,10621933,10624282,10623107,2349
83,Chr4,5142179,5142489,5142334,310
83,Chr4,7720751,7722525,7721638,1774
83,Chr5,16002491,16002909,16002700,418
84,Chr2,8407798,8408057,8407928,259
84,Chr2,9938419,9940087,9939253,1668
84,Chr3,830904,831352,831128,448
84,Chr4,1512371,1512507,1512439,136
84,Chr5,7525118,7525199,7525158,81
85,Chr1,7053328,7053619,7053474,291
85,Chr1,8103985,8104198,8104091,213
85,Chr1,16965876,16968355,16967116,2479
85,Chr1,28358802,28359873,28359338,1071
85,Chr2,472456,472910,472683,454
85,Chr2,9551864,9551924,9551894,60
85,Chr3,8545750,8545754,8545752,4
85,Chr3,11104932,11105279,11105106,347
85,Chr4,8869851,8871234,8870543,1383
85,Chr5,4445057,4447035,4446046,1978
85,Chr5,26290969,26291286,26291127,317
85,Chr5,26804154,26804379,26804266,225
86,Chr1,12936313,12936390,12936351,77
86,Chr2,6393222,6393391,6393306,169
86,Chr3,9835136,9835621,9835378,485
86,Chr4,5142776,5142881,5142828,105
86,Chr4,5840587,5840853,5840720,266
86,Chr5,17779916,17780976,17780446,1060
87,Chr1,11908372,11914409,11911390,6037
87,Chr2,264445,264587,264516,142
87,Chr2,1440593,1440785,1440689,192
87,Chr2,18428933,18429666,18429299,733
87,Chr3,16564451,16564965,16564708,514
87,Chr4,5457236,5457384,5457310,148
87,Chr4,8928287,8929941,8929114,1654
87,Chr4,16668207,16670688,16669447,2481
87,Chr5,10486369,10486602,10486485,233
88,Chr1,7399988,7400008,7399998,20
88,Chr1,16478209,16478749,16478479,540
88,Chr1,23154964,23155059,23155012,95
88,Chr2,2314228,2316588,2315408,2360
